ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner Height,Heating,Furnished,Balcony,Pet,Year Built,Floors,Lift,Orientation,View,kerület,Raw Address,Address_y,lat,lon
20137113," Fehér Hajó utca, V. kerület",140,800470.0,4,2,renovated,not defined,nincs megadva,furnished,not defined,allowed,not defined,4,yes,not defined,street,V," Fehér Hajó utca, "," Fehér Hajó utca, ",47.4957847,19.0525049
20168249," Andrássy út, VI. kerület",86,330000.0,3,2,new,more than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,8,yes,not defined,courtyard,VI," Andrássy út, "," Andrássy út, ",47.5065213,19.0652946
20181689," Márton utca 36-40, IX. kerület",55,120000.0,2,4,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,5,yes,not defined,street,IX," Márton utca 36-40, "," Márton utca 36-40, ",48.2060071,20.2641377
20197359," Vármegye utca 15., V. kerület",30,95000.0,1,1,renovated,not defined,házközponti,furnished,not defined,not defined,not defined,6,yes,not defined,garden,V," Vármegye utca 15., "," Vármegye utca 15., ",47.49441955,19.0576107692013
20207702," Szikla utca, II. kerület",114,654930.0,4,1,new,less than 3m,gáz (cirko),furnished,8.0,not allowed,not defined,3,no,south east,panoramic,II," Szikla utca, "," Szikla utca, ",47.5316765,19.0121718
20210603," Hajós utca, VI. kerület",150,815024.0,4,7,newly built,not defined,fan-coil,furnished,35.0,not defined,not defined,7,yes,not defined,panoramic,VI," Hajós utca, "," Hajós utca, ",47.5024289,19.0593723
20213043," Liszt Ferenc tér, VI. kerület",58,236503.0,2,4,renovated,less than 3m,házközponti,furnished,not defined,not allowed,not defined,6,yes,not defined,street,VI," Liszt Ferenc tér, "," Liszt Ferenc tér, ",47.5031331,19.064219013885626
20236625," Dob utca 32, VII. kerület",32,125000.0,1,2,renovated,not defined,elektromos,furnished,not defined,not defined,not defined,not defined,no,not defined,courtyard,VII," Dob utca 32, "," Dob utca 32, ",47.4991058,19.0620875
20242174," Ráday utca, IX. kerület",61,100000.0,2,0,in moderate condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,IX," Ráday utca, "," Ráday utca, ",47.4854854,19.0645518
20271741," Corvin sétány, VIII. kerület",41,160000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,3.0,not allowed,between 2001-2010,8,yes,west,street,VIII," Corvin sétány, "," Corvin sétány, ",47.485899599999996,19.07519187896299
20294894," Haller utca 23-25, IX. kerület",30,110000.0,1,4,new,not defined,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,6,yes,east,garden,IX," Haller utca 23-25, "," Haller utca 23-25, ",47.4754015,19.0725588
20297504," Hunyadvár utca, XVI. kerület",20,55000.0,1,not defined,new,not defined,gáz (cirko),furnished,not defined,not defined,between 1981-2000,not defined,no,not defined,garden,XVI," Hunyadvár utca, "," Hunyadvár utca, ",47.5123297,19.2063728
20303973," Baross utca 21., VIII. kerület",51,159000.0,1,2,new,more than 3m,gáz (cirko),furnished,not defined,allowed,not defined,5,yes,not defined,street,VIII," Baross utca 21., "," Baross utca 21., ",47.45880235,18.960544923529476
20306750," Zrínyi utca, V. kerület",90,727700.0,3,4,renovated,more than 3m,házközponti,furnished,7.0,not allowed,before 1950,5,yes,east,panoramic,V," Zrínyi utca, "," Zrínyi utca, ",47.47475,19.2938053
20310706," Zsolt utca, I. kerület",57,363850.0,2,7,not defined,less than 3m,gáz (cirko),furnished,13.0,not defined,between 2001-2010,7,yes,not defined,panoramic,I," Zsolt utca, "," Zsolt utca, ",47.4896535,19.0332057
20311728," Bercsényi utca, XI. kerület",54,95000.0,3,5,in good condition,not defined,távfűtés,not furnished,3.0,not defined,not defined,7,yes,not defined,street,XI," Bercsényi utca, "," Bercsényi utca, ",47.3894728,19.1132906
20312988," Zichy Jenő utca 39, VI. kerület",64,209000.0,3,2,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,2011,4,yes,not defined,street,VI," Zichy Jenő utca 39, "," Zichy Jenő utca 39, ",47.5054659,19.0590386483551
20319568," Petneházy utca 38., XIII. kerület",38,135000.0,1,3,new,not defined,házközponti egyedi méréssel,furnished,6.0,not defined,not defined,9,yes,not defined,garden,XIII," Petneházy utca 38., "," Petneházy utca 38., ",47.5337071,19.0762285
20336100," Szemere utca, V. kerület",89,163733.0,2,5,renovated,not defined,házközponti,furnished,not defined,not allowed,not defined,6,yes,not defined,panoramic,V," Szemere utca, "," Szemere utca, ",47.5065903,19.0508921
20336155," Ürömi utca, II. kerület",51,130000.0,1,2,in good condition,not defined,nincs megadva,partly furnished,2.0,not defined,not defined,4,no,not defined,garden,II," Ürömi utca, "," Ürömi utca, ",47.5274797,19.0336971
20340805," Teréz körút, VI. kerület",47,120000.0,2,3,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,4,yes,south east,courtyard,VI," Teréz körút, "," Teréz körút, ",47.5095842,19.0574613
20344319," Kazinczy utca, VII. kerület",46,150000.0,2,3,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,7,yes,not defined,courtyard,VII," Kazinczy utca, "," Kazinczy utca, ",48.4729242,21.2621827
20363068," Rákóczi út, VII. kerület",75,150000.0,3,2,renovated,not defined,házközponti,furnished,not defined,not allowed,not defined,5,yes,not defined,street,VII," Rákóczi út, "," Rákóczi út, ",47.4959677,19.0663591
20365096," Közraktár utca, IX. kerület",40,90000.0,1,3,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,4,yes,not defined,street,IX," Közraktár utca, "," Közraktár utca, ",47.4813413,19.0651109
20386692," Csatárka, II. kerület",80,250000.0,2,0,in good condition,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,not defined,not defined,garden,II," Csatárka, "," Csatárka, ",47.5315247,19.002578
20390838," Columbus utca, XIV. kerület",42,135000.0,2,3,new,less than 3m,gáz (cirko),furnished,7.0,not allowed,not defined,3,no,south,courtyard,XIV," Columbus utca, "," Columbus utca, ",47.5193199,19.0932873
20394458," Városligeti fasor, VI. kerület",41,110000.0,1,mezzanine,in good condition,not defined,házközponti,not furnished,not defined,not allowed,not defined,4,yes,south,garden,VI," Városligeti fasor, "," Városligeti fasor, ",47.5111649,19.0806753
20398452," Vörösmarty tér, V. kerület",76,363850.0,3,4,renovated,more than 3m,házközponti,furnished,2.0,not allowed,not defined,6,yes,south west,panoramic,V," Vörösmarty tér, "," Vörösmarty tér, ",47.4966816,19.0503252
20402544," Kossuth Lajos tér, V. kerület",60,253974.0,2,3,renovated,not defined,házközponti egyedi méréssel,furnished,not defined,allowed,not defined,5,yes,not defined,panoramic,V," Kossuth Lajos tér, "," Kossuth Lajos tér, ",47.5057199,19.0449808
20403857," Sütő utca, V. kerület",82,280000.0,2,1,renovated,not defined,gáz (cirko),furnished,not defined,allowed,not defined,not defined,yes,not defined,street,V," Sütő utca, "," Sütő utca, ",47.4966974,19.0540093
20405342," Bajcsy-Zsilinszky út 62, V. kerület",20,50000.0,3,not defined,in moderate condition,not defined,házközponti egyedi méréssel,furnished,not defined,allowed,not defined,not defined,yes,not defined,street,V," Bajcsy-Zsilinszky út 62, "," Bajcsy-Zsilinszky út 62, ",47.7545458,21.9739554
20410964," Káldy Gyula utca 5, VI. kerület",56,170000.0,2,5,new,less than 3m,gáz (cirko),furnished,5.0,not allowed,between 2001-2010,6,yes,south,courtyard,VI," Káldy Gyula utca 5, "," Káldy Gyula utca 5, ",47.4998875,19.0576782
20411840," Corvin sétány, VIII. kerület",43,163733.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,2013,8,yes,not defined,street,VIII," Corvin sétány, "," Corvin sétány, ",47.485899599999996,19.07519187896299
20414994," Andrássy út 68, VI. kerület",80,363850.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,furnished,55.0,allowed,between 2001-2010,7,yes,not defined,garden,VI," Andrássy út 68, "," Andrássy út 68, ",47.5075617,19.0663743
20424077," Iglói utca, XI. kerület",60,180000.0,2,0,new,less than 3m,gáz (cirko),not furnished,10.0,not defined,not defined,3,yes,south west,courtyard,XI," Iglói utca, "," Iglói utca, ",47.573934,19.1031002
20435483," Október 6. utca 4, V. kerület",61,240000.0,2,3,renovated,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,4,yes,not defined,street,V," Október 6. utca 4, "," Október 6. utca 4, ",47.4998629,19.0510118
20438302," Király utca, VI. kerület",42,160000.0,1,3,newly built,not defined,házközponti egyedi méréssel,furnished,4.0,not allowed,not defined,7,yes,not defined,street,VI," Király utca, "," Király utca, ",47.6877551,17.6319261
20438351," Király utca 104, VI. kerület",42,181925.0,1,6,newly built,not defined,házközponti,furnished,6.0,not allowed,not defined,7,yes,not defined,courtyard,VI," Király utca 104, "," Király utca 104, ",47.5626678,19.0906942
20438395," Király utca, VI. kerület",121,345658.0,3,3,newly built,not defined,házközponti egyedi méréssel,furnished,26.0,not allowed,not defined,7,yes,south east,courtyard,VI," Király utca, "," Király utca, ",47.6877551,17.6319261
20443306," Andrássy út, VI. kerület",145,836855.0,4,4,newly built,more than 3m,gáz (cirko),furnished,25.0,not defined,not defined,4,yes,not defined,street,VI," Andrássy út, "," Andrássy út, ",47.5065213,19.0652946
20457810," Weiner Leó utca, VI. kerület",40,145540.0,1,1,renovated,not defined,elektromos,furnished,not defined,not defined,not defined,not defined,not defined,not defined,street,VI," Weiner Leó utca, "," Weiner Leó utca, ",47.5074306,19.0573986
20463855," Katona József utca, XIII. kerület",78,254695.0,2,5,renovated,more than 3m,távfűtés,furnished,not defined,not defined,before 1950,5,yes,south,street,XIII," Katona József utca, "," Katona József utca, ",47.5133494,19.0531609
20478997," Hajós utca, VI. kerület",150,815024.0,4,6,newly built,not defined,fan-coil,furnished,40.0,not defined,not defined,6,yes,south,panoramic,VI," Hajós utca, "," Hajós utca, ",47.5024289,19.0593723
20482787," Középső-Erzsébetváros, VII. kerület",65,1298945.0,2,1,new,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,not defined,VII," Középső-Erzsébetváros, "," Középső-Erzsébetváros, ",0,0
20482788," Középső-Erzsébetváros, VII. kerület",50,1080635.0,2,1,new,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,not defined,VII," Középső-Erzsébetváros, "," Középső-Erzsébetváros, ",0,0
20487914," Ferenc körút, IX. kerület",70,150000.0,4,1,in good condition,not defined,gáz (cirko),furnished,not defined,not defined,not defined,5,yes,not defined,street,IX," Ferenc körút, "," Ferenc körút, ",47.4855574,19.0700326
20488574," Törökvész, II. kerület",147,943332.0,4,1,new,not defined,fan-coil,not furnished,not defined,not allowed,between 1981-2000,not defined,yes,not defined,garden,II," Törökvész, "," Törökvész, ",47.5220975,19.0030829
20492623," Középső-Erzsébetváros, VII. kerület",85,1844720.0,3,1,new,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,not defined,VII," Középső-Erzsébetváros, "," Középső-Erzsébetváros, ",0,0
20492674," Középső-Erzsébetváros, VII. kerület",157,2717960.0,4,1,new,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,not defined,VII," Középső-Erzsébetváros, "," Középső-Erzsébetváros, ",0,0
20501697," Bihari János utca 18., V. kerület",55,127000.0,2,mezzanine,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,4,yes,not defined,not defined,V," Bihari János utca 18., "," Bihari János utca 18., ",47.510184,19.053867
20504315," Lágymányosi utca 17, XI. kerület",39,100000.0,1,4,in moderate condition,more than 3m,"cserépkályha, gáz (konvektor)",furnished,not defined,allowed,before 1950,5,yes,west,courtyard,XI," Lágymányosi utca 17, "," Lágymányosi utca 17, ",47.4773131,19.0534073
20510631," Karikás Frigyes utca, XIII. kerület",65,130000.0,2,2,renovated,less than 3m,gáz (cirko),not furnished,15.0,allowed,between 1981-2000,3,yes,not defined,street,XIII," Karikás Frigyes utca, "," Karikás Frigyes utca, ",47.535442,19.0657645
20516351," Üllői út 167., IX. kerület",30,90000.0,1,4,new,not defined,"távfűtés, távfűtés egyedi méréssel",partly furnished,not defined,not allowed,not defined,6,yes,not defined,garden,IX," Üllői út 167., "," Üllői út 167., ",47.4722844,19.1073901
20519410," Angyal utca, IX. kerület",30,116000.0,1,not defined,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,no,south west,street,IX," Angyal utca, "," Angyal utca, ",47.4835954,19.0703666
20523411," Reáltanoda utca, V. kerület",118,545775.0,3,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,5,yes,not defined,street,V," Reáltanoda utca, "," Reáltanoda utca, ",47.4928568,19.0585366
20533124," Teréz körút, VI. kerület",88,220000.0,4,4,renovated,not defined,gáz (cirko),not furnished,not defined,not defined,before 1950,4,yes,not defined,street,VI," Teréz körút, "," Teréz körút, ",47.5095842,19.0574613
20537342," Hadak útja, XI. kerület",33,103000.0,1,1,in good condition,less than 3m,távfűtés egyedi méréssel,not furnished,not defined,not allowed,not defined,more than 10,yes,west,street,XI," Hadak útja, "," Hadak útja, ",47.4634978,19.0262479
20539699," Budakeszi út, II. kerület",110,725640.0,3,5,new,not defined,fan-coil,furnished,not defined,not defined,not defined,7,yes,not defined,panoramic,II," Budakeszi út, "," Budakeszi út, ",47.5207777,18.9389519
20555191," Lovag utca, VI. kerület",50,218310.0,2,1,new,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,between 2001-2010,7,yes,not defined,street,VI," Lovag utca, "," Lovag utca, ",47.5059463,19.0566679
20558253," Csertő utca 6., XIV. kerület",46,110000.0,2,10,in good condition,not defined,távfűtés egyedi méréssel,furnished,not defined,not defined,between 1950-1980,10,yes,not defined,street,XIV," Csertő utca 6., "," Csertő utca 6., ",47.51266165,19.146150920509456
20558970," Kazinczy utca, VII. kerület",45,163733.0,2,0,new,less than 3m,házközponti egyedi méréssel,furnished,8.0,not allowed,between 2001-2010,6,yes,not defined,garden,VII," Kazinczy utca, "," Kazinczy utca, ",48.4729242,21.2621827
20563688," Dob utca 49, VII. kerület",84,163269.0,2,3,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,3,no,not defined,street,VII," Dob utca 49, "," Dob utca 49, ",-5.77345775,134.2098074856611
20564762," Szent László út 15, XIII. kerület",42,120000.0,2,4,newly built,not defined,házközponti,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,XIII," Szent László út 15, "," Szent László út 15, ",47.5254074,19.0848851
20564849," Paulay Ede utca, VI. kerület",86,432982.0,3,4,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,7,yes,not defined,garden,VI," Paulay Ede utca, "," Paulay Ede utca, ",47.5029296,19.0613245
20567471," Tűzkő utca, XI. kerület",54,120000.0,2,4,in good condition,less than 3m,távfűtés,furnished,1.0,not defined,between 1981-2000,10,yes,not defined,panoramic,XI," Tűzkő utca, "," Tűzkő utca, ",47.4735012,18.9963976
20570526," Reitter Ferenc utca, XIII. kerület",38,110000.0,2,2,in good condition,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,between 2001-2010,5,yes,not defined,street,XIII," Reitter Ferenc utca, "," Reitter Ferenc utca, ",47.532732,19.0866754
20579851," Belgrád rakpart, V. kerület",105,290256.0,3,3,in good condition,more than 3m,gáz (cirko),furnished,1.0,not defined,not defined,4,yes,not defined,panoramic,V," Belgrád rakpart, "," Belgrád rakpart, ",47.4909849,19.0516718
