ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner Height,Heating,Furnished,Balcony,Pet,Year Built,Floors,Lift,Orientation,View,kerület,Raw Address,Address_y,lat,lon
26020511," Nádor utca, V. kerület",130,506000.0,3,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,not defined,street,V," Nádor utca, "," Nádor utca, ",47.5051857,19.0481774
26022126," Kazinczy utca, VII. kerület",32,95000.0,1,3,renovated,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VII," Kazinczy utca, "," Kazinczy utca, ",48.4729242,21.2621827
26030491," Lipótváros, V. kerület",42,430524.0,2,6,new,not defined,nincs megadva,by arrangement,not defined,not defined,not defined,6,yes,not defined,street,V," Lipótváros, "," Lipótváros, ",47.5045431,19.0503804
26031126," Városmajor utca, XII. kerület",71,254695.0,2,1,renovated,not defined,nincs megadva,furnished,not defined,allowed,not defined,not defined,yes,not defined,courtyard,XII," Városmajor utca, "," Városmajor utca, ",47.5072221,19.0138043
26031521," Báthory utca, V. kerület",40,120000.0,1,2,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,no,not defined,courtyard,V," Báthory utca, "," Báthory utca, ",47.4558283,19.1426836
26035231," Knézich utca, IX. kerület",78,436620.0,3,6,new,less than 3m,házközponti,furnished,7.0,not defined,between 2001-2010,7,yes,not defined,street,IX," Knézich utca, "," Knézich utca, ",47.4329162,19.1181158
26039986," Vörösmarty tér, V. kerület",38,150000.0,3,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,not defined,not defined,V," Vörösmarty tér, "," Vörösmarty tér, ",47.4966816,19.0503252
26042421," Szív utca, VI. kerület",18,60000.0,1,0,not defined,more than 3m,fan-coil,furnished,not defined,not allowed,not defined,not defined,not defined,not defined,street,VI," Szív utca, "," Szív utca, ",47.5217123,21.6221224
26042671," Szív utca, VI. kerület",52,130000.0,2,5,renovated,not defined,házközponti egyedi méréssel,furnished,not defined,allowed,not defined,5,yes,not defined,courtyard,VI," Szív utca, "," Szív utca, ",47.5217123,21.6221224
26048841," Mester utca, IX. kerület",35,130000.0,1,8,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,9,yes,not defined,panoramic,IX," Mester utca, "," Mester utca, ",47.4688869,19.083928
26053186," Sobieski János utca, IX. kerület",75,363850.0,3,1,renovated,not defined,nincs megadva,furnished,not defined,allowed,not defined,not defined,no,not defined,street,IX," Sobieski János utca, "," Sobieski János utca, ",47.4773245,19.0800099
26058496," Menyecske utca, XI. kerület",75,130000.0,3,0,in good condition,less than 3m,távfűtés egyedi méréssel,not furnished,5.0,not allowed,not defined,10,yes,not defined,street,XI," Menyecske utca, "," Menyecske utca, ",47.4611429,19.0172328
26069107," Bajcsy-Zsilinszky út, VI. kerület",114,727700.0,3,3,new,more than 3m,házközponti,by arrangement,2.0,allowed,before 1950,5,yes,west,street,VI," Bajcsy-Zsilinszky út, "," Bajcsy-Zsilinszky út, ",47.4999104,19.0553621
26072777," Munkácsy Mihály utca, VI. kerület",30,120000.0,2,1,new,not defined,gáz (konvektor),furnished,not defined,allowed,not defined,3,not defined,not defined,courtyard,VI," Munkácsy Mihály utca, "," Munkácsy Mihály utca, ",47.5698604,19.0960971
26075577," Reáltanoda utca, V. kerület",101,330000.0,3,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,south,street,V," Reáltanoda utca, "," Reáltanoda utca, ",47.4928568,19.0585366
26083197," Turóc utca 1, XIII. kerület",52,230000.0,2,1,new,not defined,házközponti egyedi méréssel,furnished,20.0,not defined,not defined,not defined,yes,not defined,panoramic,XIII," Turóc utca 1, "," Turóc utca 1, ",47.5479516,19.0657513
26089407," Budakeszi út, II. kerület",38,130000.0,1,2,newly built,less than 3m,gáz (cirko),partly furnished,5.0,not allowed,between 2001-2010,4,yes,not defined,courtyard,II," Budakeszi út, "," Budakeszi út, ",47.5207777,18.9389519
26092413," Hegedűs Gyula utca 21., XIII. kerület",42,120000.0,1,3,in moderate condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,not defined,yes,not defined,not defined,XIII," Hegedűs Gyula utca 21., "," Hegedűs Gyula utca 21., ",47.5142762,19.0539311
26096601," Péterhegyi lejtő, XI. kerület",62,250000.0,3,0,new,not defined,gáz (cirko),furnished,8.0,not allowed,between 2001-2010,2,not defined,not defined,not defined,XI," Péterhegyi lejtő, "," Péterhegyi lejtő, ",47.4465699,19.0108888
26115577," Jász utca, XIII. kerület",100,527583.0,4,5,newly built,less than 3m,házközponti,not furnished,50.0,not allowed,2017,5,yes,west,street,XIII," Jász utca, "," Jász utca, ",47.5332864,19.0847727
26138652," Tahi utca, XIII. kerület",36,115000.0,1,2,renovated,less than 3m,távfűtés egyedi méréssel,furnished,not defined,not allowed,not defined,not defined,no,south,garden,XIII," Tahi utca, "," Tahi utca, ",47.538479,19.0846745
26147557," Váci utca, V. kerület",109,325000.0,4,1,renovated,more than 3m,gáz (cirko),not defined,not defined,not defined,before 1950,not defined,no,east,street,V," Váci utca, "," Váci utca, ",47.4921529,19.053635
26150250," Bazsalikom utca 34, XI. kerület",16,65000.0,1,not defined,new,less than 3m,gáz (cirko),furnished,not defined,not allowed,between 1981-2000,not defined,no,south east,courtyard,XI," Bazsalikom utca 34, "," Bazsalikom utca 34, ",47.451789500000004,19.020940093625317
26152877," Károly körút 24, V. kerület",132,300000.0,4,2,renovated,more than 3m,gáz (cirko),furnished,6.0,not defined,not defined,4,yes,not defined,street,V," Károly körút 24, "," Károly körút 24, ",47.4958856,19.0579105
26153620," Péterfy Sándor utca 51., VII. kerület",23,80000.0,1,2,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,5,no,not defined,courtyard,VII," Péterfy Sándor utca 51., "," Péterfy Sándor utca 51., ",47.503986499999996,19.08441493660222
26154277," Bercsényi utca, XI. kerület",130,259000.0,5,2,in good condition,more than 3m,gáz (cirko),furnished,5.0,not defined,before 1950,4,yes,south west,street,XI," Bercsényi utca, "," Bercsényi utca, ",47.3894728,19.1132906
26173397," Dob utca, VII. kerület",32,109000.0,1,1,in good condition,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,VII," Dob utca, "," Dob utca, ",47.4992821,19.0623985
26198750," Bánki Donát park, XIV. kerület",38,124500.0,1,mezzanine,renovated,less than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,3,no,south west,garden,XIV," Bánki Donát park, "," Bánki Donát park, ",47.5046879,19.1257912
26222448," Bajcsy-Zsilinszky út, VI. kerület",65,130000.0,2,4,renovated,not defined,megújuló energia,furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,VI," Bajcsy-Zsilinszky út, "," Bajcsy-Zsilinszky út, ",47.4999104,19.0553621
26233300," Tahi utca, XIII. kerület",41,110000.0,2,1,new,less than 3m,"házközponti egyedi méréssel, távfűtés",not defined,4.0,not allowed,between 1950-1980,5,yes,northwest,panoramic,XIII," Tahi utca, "," Tahi utca, ",47.538479,19.0846745
26233775," Bányász utca, XVI. kerület",30,100000.0,1,2,new,less than 3m,"gáz (cirko), házközponti egyedi méréssel",by arrangement,1.0,allowed,2012,2,no,not defined,courtyard,XVI," Bányász utca, "," Bányász utca, ",47.4437738,19.1162714
26234683," Zápor utca, III. kerület",21,75000.0,1,2,in moderate condition,less than 3m,gáz (konvektor),partly furnished,not defined,not allowed,not defined,2,no,not defined,courtyard,III," Zápor utca, "," Zápor utca, ",47.5325908,19.0369854
26240510," Marek József utca, VII. kerület",30,110000.0,1,3,renovated,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,3,no,not defined,not defined,VII," Marek József utca, "," Marek József utca, ",47.5058428,19.0815723
26245080," Alpár utca, VII. kerület",25,90000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,no,not defined,courtyard,VII," Alpár utca, "," Alpár utca, ",47.4474823,19.120064
26246533," Bajcsy-Zsilinszky út, VI. kerület",197,1819250.0,4,4,renovated,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,yes,not defined,panoramic,VI," Bajcsy-Zsilinszky út, "," Bajcsy-Zsilinszky út, ",47.4999104,19.0553621
26255413," Tömörkény utca, II. kerület",125,618545.0,3,2,renovated,not defined,házközponti,furnished,60.0,not allowed,not defined,3,no,not defined,panoramic,II," Tömörkény utca, "," Tömörkény utca, ",46.6087831,20.0853977
26259023," Építő utca, XVIII. kerület",50,120000.0,2,4,renovated,less than 3m,távfűtés egyedi méréssel,not defined,not defined,not allowed,between 1950-1980,4,no,south,garden,XVIII," Építő utca, "," Építő utca, ",47.4469392,19.1700702
26269438," Nádor utca, V. kerület",130,498000.0,3,1,renovated,more than 3m,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,V," Nádor utca, "," Nádor utca, ",47.5051857,19.0481774
26272823," Nyereg út, III. kerület",98,400235.0,3,2,new,less than 3m,gáz (cirko),furnished,10.0,not allowed,between 2001-2010,2,no,not defined,panoramic,III," Nyereg út, "," Nyereg út, ",47.5366551,19.0237715
26287788," Vágóhíd utca 30, IX. kerület",38,99000.0,2,mezzanine,renovated,less than 3m,elektromos,not furnished,not defined,not allowed,before 1950,3,no,east,garden,IX," Vágóhíd utca 30, "," Vágóhíd utca 30, ",47.8262367,22.1353754
26297730," Lágymányosi utca 20., XI. kerület",38,130000.0,2,4,new,more than 3m,"elektromos, gázkazán",partly furnished,not defined,not allowed,before 1950,5,yes,south east,street,XI," Lágymányosi utca 20., "," Lágymányosi utca 20., ",47.47762075,19.054388033736473
26297778," Mátyás tér, VIII. kerület",71,139000.0,3,2,renovated,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,5,yes,south east,street,VIII," Mátyás tér, "," Mátyás tér, ",47.49196545,19.079757489395618
26303498," Törökvész, II. kerület",74,363850.0,3,1,in good condition,less than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,3,no,south,panoramic,II," Törökvész, "," Törökvész, ",47.5220975,19.0030829
26305200," Király utca, VII. kerület",87,150000.0,2,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,3,no,northwest,street,VII," Király utca, "," Király utca, ",47.6877551,17.6319261
26305830," Csokonai utca 22, XIX. kerület",60,139000.0,3,9,renovated,less than 3m,házközponti egyedi méréssel,not furnished,not defined,not allowed,between 1981-2000,more than 10,yes,south west,panoramic,XIX," Csokonai utca 22, "," Csokonai utca 22, ",47.673384999999996,17.636320722015334
26311773," Murányi utca, VII. kerület",20,85000.0,1,0,in moderate condition,more than 3m,gáz (konvektor),furnished,not defined,allowed,before 1950,4,no,west,courtyard,VII," Murányi utca, "," Murányi utca, ",47.5027493,19.0860054
26321608," Bimbó út, II. kerület",200,909625.0,6,not defined,renovated,not defined,gáz (cirko),partly furnished,24.0,not allowed,not defined,not defined,not defined,south west,panoramic,II," Bimbó út, "," Bimbó út, ",47.5137955,19.0277653
26331155," Török utca, II. kerület",35,150000.0,1,0,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,4,no,not defined,courtyard,II," Török utca, "," Török utca, ",47.5157768,19.036315
26340213," Nagy Fuvaros utca, VIII. kerület",28,90000.0,1,2,renovated,more than 3m,elektromos,by arrangement,not defined,not allowed,before 1950,3,no,not defined,courtyard,VIII," Nagy Fuvaros utca, "," Nagy Fuvaros utca, ",47.4934155,19.0778593
26345715," Király utca, VII. kerület",60,150000.0,2,3,in good condition,more than 3m,"gáz (konvektor), elektromos",furnished,not defined,not allowed,before 1950,3,no,not defined,courtyard,VII," Király utca, "," Király utca, ",47.6877551,17.6319261
26349080," Budafoki út 13., XI. kerület",33,100000.0,1,5,in good condition,less than 3m,nincs megadva,furnished,not defined,not allowed,not defined,5,yes,not defined,panoramic,XI," Budafoki út 13., "," Budafoki út 13., ",47.4818038,19.0537192
26374103," Szív utca 9, VI. kerület",92,210000.0,4,1,in moderate condition,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,3,no,not defined,street,VI," Szív utca 9, "," Szív utca 9, ",48.40963775,21.65175390459924
26381735," Diószegi út, XI. kerület",44,160000.0,2,2,renovated,less than 3m,házközponti egyedi méréssel,furnished,3.0,not allowed,not defined,3,no,south west,panoramic,XI," Diószegi út, "," Diószegi út, ",47.4775259,19.0385253
26382748," Lejtő út, XII. kerület",216,1091550.0,5,0,new,not defined,gáz (cirko),not furnished,not defined,not defined,between 2001-2010,3,no,south east,garden,XII," Lejtő út, "," Lejtő út, ",47.4875719,19.0120504
26386185," Toldy Ferenc utca, I. kerület",63,235000.0,3,3,renovated,less than 3m,házközponti,by arrangement,not defined,allowed,between 1950-1980,5,no,south,panoramic,I," Toldy Ferenc utca, "," Toldy Ferenc utca, ",47.4460373,19.1175335
26388883," Weiner Leó utca, VI. kerület",68,357000.0,3,1,renovated,less than 3m,házközponti egyedi méréssel,furnished,50.0,not defined,between 2001-2010,5,yes,south west,garden,VI," Weiner Leó utca, "," Weiner Leó utca, ",47.5074306,19.0573986
26401829," Dunyov István utca 6, XIII. kerület",42,150000.0,2,3,newly built,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,2018,5,yes,south west,street,XIII," Dunyov István utca 6, "," Dunyov István utca 6, ",47.52936316666666,19.0666033
26413487," Nagyszeben út, XI. kerület",50,120000.0,2,0,in moderate condition,less than 3m,gáz (konvektor),not furnished,4.0,not defined,not defined,4,not defined,not defined,not defined,XI," Nagyszeben út, "," Nagyszeben út, ",47.4654099,19.0110536
26414829," Eötvös utca, VI. kerület",95,327465.0,4,4,newly built,not defined,gáz (cirko),furnished,20.0,not defined,not defined,4,yes,not defined,panoramic,VI," Eötvös utca, "," Eötvös utca, ",47.5386558,21.632497
26434999," Belgrád rakpart, V. kerület",56,310000.0,2,3,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,6,yes,west,panoramic,V," Belgrád rakpart, "," Belgrád rakpart, ",47.4909849,19.0516718
26435294," Corvin sétány, VIII. kerület",63,200000.0,2,9,newly built,not defined,házközponti egyedi méréssel,furnished,5.0,allowed,not defined,9,yes,west,panoramic,VIII," Corvin sétány, "," Corvin sétány, ",47.485899599999996,19.07519187896299
26441894," Eötvös utca 33, VI. kerület",95,327465.0,4,4,in good condition,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,panoramic,VI," Eötvös utca 33, "," Eötvös utca 33, ",47.5386558,21.632497
26447877," Nagy Templom utca, VIII. kerület",34,155000.0,1,6,new,not defined,házközponti egyedi méréssel,not furnished,not defined,not allowed,between 2001-2010,7,yes,not defined,street,VIII," Nagy Templom utca, "," Nagy Templom utca, ",47.4867431,19.0761631
26450479," Jobbágy utca, VII. kerület",41,125000.0,1,1,renovated,less than 3m,házközponti egyedi méréssel,furnished,10.0,not allowed,between 2001-2010,5,yes,not defined,garden,VII," Jobbágy utca, "," Jobbágy utca, ",47.5020602,19.0873835
26458079," Belgrád rakpart, V. kerület",157,1273475.0,3,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,yes,not defined,panoramic,V," Belgrád rakpart, "," Belgrád rakpart, ",47.4909849,19.0516718
26468767," Nyáry Pál utca, XX. kerület",78,110000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XX," Nyáry Pál utca, "," Nyáry Pál utca, ",47.4458538,19.1133014
26471539," Külső-Terézváros – Diplomatanegyed, VI. kerület",76,363850.0,2,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,street,VI," Külső-Terézváros – Diplomatanegyed, "," Külső-Terézváros – Diplomatanegyed, ",0,0
26480599," Tábor utca, I. kerület",180,1269870.0,4,not defined,not defined,not defined,nincs megadva,not defined,20.0,not defined,not defined,not defined,not defined,not defined,not defined,I," Tábor utca, "," Tábor utca, ",47.7438135,18.7335983
26486249," Király utca, VII. kerület",60,130000.0,2,3,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VII," Király utca, "," Király utca, ",47.6877551,17.6319261
26493289," Rákóczi tér, VIII. kerület",35,100000.0,1,5,not defined,not defined,házközponti egyedi méréssel,not furnished,3.0,not defined,not defined,5,yes,not defined,street,VIII," Rákóczi tér, "," Rákóczi tér, ",47.4927509,19.0720267
26493379," Izabella utca 45, VI. kerület",50,165000.0,2,5,not defined,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,VI," Izabella utca 45, "," Izabella utca 45, ",47.5067365,19.0687667
26495474," Tábor utca, I. kerület",180,1269870.0,4,0,renovated,not defined,fan-coil,furnished,20.0,not allowed,not defined,not defined,yes,not defined,courtyard,I," Tábor utca, "," Tábor utca, ",47.7438135,18.7335983
26512596," Külső-Terézváros, VI. kerület",127,909625.0,4,2,renovated,more than 3m,nincs megadva,furnished,10.0,not defined,not defined,not defined,no,not defined,street,VI," Külső-Terézváros, "," Külső-Terézváros, ",0,0
26520171," Rákóczi tér, VIII. kerület",10,40000.0,1,not defined,in good condition,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,VIII," Rákóczi tér, "," Rákóczi tér, ",47.4927509,19.0720267
26526779," Pünkösdfürdő utca 38, III. kerület",25,115000.0,1,7,newly built,not defined,házközponti egyedi méréssel,by arrangement,4.0,not allowed,2016,10,yes,not defined,panoramic,III," Pünkösdfürdő utca 38, "," Pünkösdfürdő utca 38, ",47.595051,19.0592102
26532731," Sáfrány utca, XI. kerület",7,40000.0,1,not defined,in moderate condition,less than 3m,távfűtés,furnished,not defined,not allowed,not defined,not defined,yes,west,panoramic,XI," Sáfrány utca, "," Sáfrány utca, ",47.4426014,19.0339308
26534549," Eötvös utca, VI. kerület",35,115000.0,1,1,renovated,more than 3m,cserépkályha,furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VI," Eötvös utca, "," Eötvös utca, ",47.5386558,21.632497
26534839," Karinthy Frigyes út, XI. kerület",47,120000.0,2,5,in good condition,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 1950-1980,7,yes,not defined,street,XI," Karinthy Frigyes út, "," Karinthy Frigyes út, ",47.4757921,19.0541126
26543223," Üllői út, VIII. kerület",107,220000.0,3,4,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,south west,street,VIII," Üllői út, "," Üllői út, ",47.4673669,19.1208332
26544538," Greguss utca, XII. kerület",31,130000.0,1,4,renovated,less than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,no,not defined,courtyard,XII," Greguss utca, "," Greguss utca, ",47.4989443,19.0237698
26570798," Szerb utca, V. kerület",150,450000.0,3,0,renovated,more than 3m,gáz (cirko),partly furnished,not defined,not allowed,before 1950,3,yes,south,street,V," Szerb utca, "," Szerb utca, ",47.4902354,19.0585647
26580588," Pap Károly utca, XIII. kerület",45,150000.0,2,1,newly built,not defined,házközponti egyedi méréssel,furnished,7.0,not allowed,not defined,8,yes,not defined,street,XIII," Pap Károly utca, "," Pap Károly utca, ",47.5329519,19.0730475
26591973," Bajcsy-Zsilinszky út 51, VI. kerület",55,145000.0,2,not defined,not defined,not defined,gáz (cirko),not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VI," Bajcsy-Zsilinszky út 51, "," Bajcsy-Zsilinszky út 51, ",47.4993399,19.0548336
26594803," Hajós utca, VI. kerület",100,436620.0,3,2,renovated,not defined,gáz (cirko),furnished,4.0,allowed,not defined,3,no,not defined,street,VI," Hajós utca, "," Hajós utca, ",47.5024289,19.0593723
26603539," Kőszeg utca, XIV. kerület",48,150000.0,2,1,newly built,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,yes,not defined,not defined,XIV," Kőszeg utca, "," Kőszeg utca, ",47.5081727,19.1399747
26614673," Kecskeméti utca, V. kerület",98,343000.0,3,4,renovated,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,4,yes,not defined,street,V," Kecskeméti utca, "," Kecskeméti utca, ",47.4899666,19.0612046
26624713," Szemere utca, V. kerület",54,135000.0,1,2,in good condition,not defined,házközponti egyedi méréssel,furnished,3.0,not allowed,not defined,4,yes,west,street,V," Szemere utca, "," Szemere utca, ",47.5065903,19.0508921
26655046," Újvilág utca, XIV. kerület",48,135000.0,2,not defined,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,not defined,not defined,garden,XIV," Újvilág utca, "," Újvilág utca, ",47.5133458,19.112348
26658914," Knézich utca, IX. kerület",80,436620.0,3,not defined,new,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,between 2001-2010,not defined,yes,not defined,not defined,IX," Knézich utca, "," Knézich utca, ",47.4329162,19.1181158
26660696," Ganz utca, II. kerület",60,120000.0,3,4,in good condition,less than 3m,házközponti egyedi méréssel,not furnished,not defined,not allowed,between 1950-1980,6,yes,south west,street,II," Ganz utca, "," Ganz utca, ",47.5110813,19.0365131
26663614," Marek József utca, VII. kerület",25,120000.0,2,0,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,3,not defined,not defined,not defined,VII," Marek József utca, "," Marek József utca, ",47.5058428,19.0815723
26673406," Fehérvári út 86, XI. kerület",47,70000.0,2,not defined,renovated,less than 3m,távfűtés,partly furnished,6.0,not allowed,not defined,not defined,yes,not defined,not defined,XI," Fehérvári út 86, "," Fehérvári út 86, ",47.462307,19.0420408
26674314," Rippl-Rónai utca, VI. kerület",158,350000.0,5,1,in good condition,more than 3m,gáz (konvektor),not furnished,3.0,not defined,not defined,2,no,not defined,street,VI," Rippl-Rónai utca, "," Rippl-Rónai utca, ",47.5141237,19.0744548
26680576," Béke tér, XIII. kerület",33,110000.0,1,mezzanine,renovated,not defined,gáz (konvektor),furnished,not defined,allowed,before 1950,not defined,no,not defined,not defined,XIII," Béke tér, "," Béke tér, ",47.5857234,19.089494754452843
26687461," Dembinszky utca, VII. kerület",34,105000.0,1,1,renovated,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,3,not defined,not defined,courtyard,VII," Dembinszky utca, "," Dembinszky utca, ",47.786751,19.9195115
26697304," Kútvölgy, XII. kerület",135,562371.0,4,2,renovated,more than 3m,házközponti,furnished,40.0,not allowed,between 2001-2010,2,no,not defined,panoramic,XII," Kútvölgy, "," Kútvölgy, ",47.5094194,18.9907247
26706104," Október 6. utca, V. kerület",122,909625.0,3,1,renovated,not defined,nincs megadva,furnished,not defined,allowed,before 1950,not defined,yes,not defined,street,V," Október 6. utca, "," Október 6. utca, ",47.4994987,19.0512886
26710044," Orbánhegy, XII. kerület",153,544230.0,4,1,new,less than 3m,gáz (cirko),not furnished,20.0,not defined,2011,not defined,no,not defined,garden,XII," Orbánhegy, "," Orbánhegy, ",47.4962116,19.0054865
26719051," Kassák Lajos utca 38, XIII. kerület",26,115000.0,1,1,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,3,no,north east,street,XIII," Kassák Lajos utca 38, "," Kassák Lajos utca 38, ",47.5245847,19.067333
26751774," Október 6. utca, V. kerület",122,909625.0,3,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,3,yes,not defined,street,V," Október 6. utca, "," Október 6. utca, ",47.4994987,19.0512886
26752229," Weiner Leó utca, VI. kerület",40,145540.0,1,1,renovated,not defined,elektromos,furnished,not defined,not defined,not defined,not defined,yes,not defined,not defined,VI," Weiner Leó utca, "," Weiner Leó utca, ",47.5074306,19.0573986
26753801," Budafoki út 12, XI. kerület",26,120000.0,1,5,renovated,less than 3m,házközponti,furnished,not defined,not allowed,between 1950-1980,5,yes,east,garden,XI," Budafoki út 12, "," Budafoki út 12, ",47.3830431,18.9541872
26775304," Verecke út, II. kerület",130,982395.0,4,0,new,less than 3m,gáz (cirko),by arrangement,68.0,not defined,2011,3,yes,south east,panoramic,II," Verecke út, "," Verecke út, ",47.5331368,19.0010177
26793049," Auróra utca, VIII. kerület",55,95000.0,2,1,in good condition,more than 3m,gáz (konvektor),furnished,not defined,allowed,not defined,3,no,not defined,street,VIII," Auróra utca, "," Auróra utca, ",47.4932681,19.0766439
26820321," Tas vezér utca, XI. kerület",140,350000.0,4,5,renovated,less than 3m,gáz (cirko),not furnished,5.0,not allowed,not defined,5,yes,south west,street,XI," Tas vezér utca, "," Tas vezér utca, ",47.4755268,19.0381928
26839735," Schweidel utca, XI. kerület",73,250000.0,4,mezzanine,in good condition,less than 3m,gáz (cirko),not furnished,not defined,not allowed,between 1981-2000,3,no,south west,courtyard,XI," Schweidel utca, "," Schweidel utca, ",47.4862248,19.0262629
26844438," Hollán Ernő utca 20, XIII. kerület",30,125000.0,1,4,renovated,less than 3m,gáz (konvektor),furnished,2.0,not allowed,not defined,5,yes,not defined,street,XIII," Hollán Ernő utca 20, "," Hollán Ernő utca 20, ",47.5148141,19.0503832
26847615," Budafoki út, XI. kerület",36,130000.0,2,4,renovated,more than 3m,gáz (konvektor),by arrangement,not defined,not allowed,before 1950,5,yes,south east,panoramic,XI," Budafoki út, "," Budafoki út, ",47.3830431,18.9541872
26848293," Andrássy út, VI. kerület",89,350000.0,4,3,new,more than 3m,házközponti,not furnished,not defined,not defined,before 1950,4,yes,northwest,street,VI," Andrássy út, "," Andrássy út, ",47.5065213,19.0652946
26848948," Hűvösvölgyi út, II. kerület",130,727700.0,4,2,new,not defined,gáz (cirko),furnished,not defined,not defined,between 2001-2010,3,yes,south west,garden,II," Hűvösvölgyi út, "," Hűvösvölgyi út, ",47.5349051,18.9736272
26851695," Angyalföldi út 5, XIII. kerület",48,140000.0,2,3,new,less than 3m,házközponti egyedi méréssel,not furnished,10.0,not allowed,between 2001-2010,5,yes,north east,garden,XIII," Angyalföldi út 5, "," Angyalföldi út 5, ",47.5224027,19.0640408
26852243," Andrássy út, VI. kerület",89,500000.0,4,3,renovated,not defined,házközponti,not furnished,not defined,not allowed,not defined,4,yes,not defined,street,VI," Andrássy út, "," Andrássy út, ",47.5065213,19.0652946
26861588," Szondi utca 42, VI. kerület",46,140000.0,3,0,in good condition,not defined,gáz (konvektor),furnished,not defined,allowed,not defined,3,not defined,not defined,not defined,VI," Szondi utca 42, "," Szondi utca 42, ",47.587096450000004,19.092423726048175
26866828," Törökvész, II. kerület",70,363850.0,3,1,in good condition,not defined,gáz (cirko),furnished,not defined,not defined,between 1981-2000,3,not defined,not defined,panoramic,II," Törökvész, "," Törökvész, ",47.5220975,19.0030829
26869155," Akadémia utca, V. kerület",90,350000.0,3,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,V," Akadémia utca, "," Akadémia utca, ",47.5027725,19.0464313
26880250," Baross tér, VII. kerület",80,170000.0,3,3,in moderate condition,more than 3m,gáz (cirko),partly furnished,not defined,not defined,not defined,3,yes,south east,street,VII," Baross tér, "," Baross tér, ",47.5000246,19.0805705
26881768," Jobbágy utca, VII. kerület",40,120000.0,1,1,renovated,not defined,házközponti egyedi méréssel,furnished,3.0,not allowed,not defined,5,yes,not defined,courtyard,VII," Jobbágy utca, "," Jobbágy utca, ",47.5020602,19.0873835
26887583," Andrássy út, VI. kerület",89,350000.0,3,3,renovated,not defined,házközponti egyedi méréssel,not furnished,not defined,not allowed,not defined,4,yes,not defined,street,VI," Andrássy út, "," Andrássy út, ",47.5065213,19.0652946
26891880," Bajza utca, VII. kerület",35,115000.0,2,2,renovated,less than 3m,házközponti egyedi méréssel,not furnished,6.0,not allowed,between 1981-2000,4,yes,south east,panoramic,VII," Bajza utca, "," Bajza utca, ",46.4534494,16.9976557
