ID,Address,Size,Price,Rooms,Floor,Quality,Inner Height,Heating,Furnished,Balcony,Pet,Year Built,Floors,Lift,Orientation,View,kerület
31955965," Október 6. utca, V. kerület",56,255000.0,2,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,4,yes,west,street,V
31956097," Erzsébet királyné útja 111-113, XIV. kerület",33,130000.0,2,1,new,not defined,házközponti egyedi méréssel,furnished,not defined,not allowed,2012,2,yes,south east,garden,XIV
31956113," Zöldmál, II. kerület",55,195000.0,2,0,in good condition,less than 3m,gáz (cirko),partly furnished,2.0,not allowed,between 2001-2010,not defined,no,south east,not defined,II
31956115," Gőzmozdony utca 10, X. kerület",68,150000.0,3,8,in good condition,less than 3m,házközponti,not defined,2.0,not defined,between 1950-1980,10,yes,not defined,not defined,X
31956117," Gellérthegy utca, I. kerület",109,727700.0,3,5,new,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,not defined,5,yes,not defined,panoramic,I
31956195," Kalocsai utca, XIV. kerület",20,90000.0,1,1,new,less than 3m,házközponti egyedi méréssel,not furnished,not defined,not allowed,2019,2,no,south west,garden,XIV
31956223," Rétkerülő út, XI. kerület",96,250000.0,3,1,new,not defined,gáz (cirko),partly furnished,16.0,not allowed,not defined,not defined,yes,south west,panoramic,XI
31956252," Alsókubin utca, XI. kerület",55,200000.0,3,1,renovated,more than 3m,gáz (cirko),by arrangement,3.0,allowed,not defined,2,no,not defined,garden,XI
31956357," Teréz körút, VI. kerület",99,220000.0,3,2,new,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,3,not defined,north east,street,VI
31956371," Meder utca 2-4, XIII. kerület",50,160000.0,2,not defined,not defined,not defined,nincs megadva,not defined,7.0,not defined,not defined,not defined,not defined,not defined,not defined,XIII
31956374," Gizella út 38, XIV. kerület",37,110000.0,1,2,in good condition,more than 3m,gáz (cirko),not furnished,not defined,not allowed,between 1950-1980,2,no,south,street,XIV
31956398," Balzac utca 20, XIII. kerület",24,80000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIII
31956410," Bécsi út, II. kerület",97,540000.0,4,2,renovated,not defined,házközponti egyedi méréssel,not furnished,15.0,not defined,not defined,not defined,yes,not defined,not defined,II
31956419," Mikes Kelemen utca, XI. kerület",82,500000.0,3,1,newly built,less than 3m,megújuló energia,partly furnished,40.0,allowed,2020,2,yes,not defined,panoramic,XI
31956501," Báthory utca, V. kerület",224,1455400.0,5,3,renovated,not defined,gáz (cirko),furnished,not defined,allowed,before 1950,3,yes,not defined,street,V
31956593," Fehérvári út 168-178, XI. kerület",27,135000.0,2,7,new,less than 3m,házközponti,furnished,not defined,allowed,between 2001-2010,7,yes,west,street,XI
31956647," Lovag utca, VI. kerület",32,110000.0,1,1,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VI
31956691," Lebstück Mária utca, IV. kerület",54,120000.0,2,1,in good condition,less than 3m,távfűtés,furnished,4.0,not allowed,between 1950-1980,10,yes,west,street,IV
31956707," Kis Gömb utca, XIII. kerület",43,140000.0,2,4,new,less than 3m,házközponti egyedi méréssel,not furnished,4.0,allowed,between 2001-2010,5,yes,south west,street,XIII
31956760," Ajtósi Dürer sor, XIV. kerület",63,150000.0,2,2,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,3,no,south east,garden,XIV
31956800," Károly körút, VII. kerület",82,300000.0,4,3,renovated,more than 3m,házközponti,furnished,1.0,not defined,before 1950,5,yes,not defined,street,VII
31956803," Tavas utca, X. kerület",68,140000.0,2,1,not defined,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,not defined,not defined,not defined,X
31956810," Ráday utca, IX. kerület",86,180000.0,3,3,new,less than 3m,"gáz (cirko), gázkazán",furnished,not defined,not allowed,not defined,3,yes,not defined,street,IX
31956813," Berkenye utca, II. kerület",54,160000.0,2,mezzanine,renovated,less than 3m,"gáz (konvektor), elektromos",by arrangement,8.0,not allowed,between 1950-1980,2,no,south,garden,II
31956814," Ferenc körút, IX. kerület",76,180000.0,3,2,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,no,not defined,street,IX
31956967," Thököly út, VII. kerület",70,140000.0,3,1,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,not defined,not defined,street,VII
31956968," Budakeszi út, XII. kerület",40,120000.0,1,not defined,not defined,not defined,nincs megadva,not defined,6.0,not defined,not defined,not defined,not defined,not defined,not defined,XII
31957044," Marina sétány, XIII. kerület",105,798204.0,3,8,newly built,not defined,házközponti egyedi méréssel,partly furnished,50.0,not defined,not defined,9,yes,not defined,not defined,XIII
31957061," Petőfi Sándor utca, XXII. kerület",80,120000.0,3,1,new,not defined,gáz (cirko),not furnished,not defined,not allowed,2019,2,no,south east,garden,XXII
31957091," Rómer Flóris utca, II. kerület",76,435384.0,3,1,not defined,less than 3m,házközponti egyedi méréssel,by arrangement,15.0,not defined,not defined,3,not defined,not defined,garden,II
31957093," Veres Pálné utca 28, V. kerület",50,130000.0,2,0,in good condition,less than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,4,not defined,not defined,courtyard,V
31957121," Wesselényi utca, VII. kerület",91,425000.0,3,1,renovated,more than 3m,gáz (cirko),furnished,2.0,not defined,not defined,not defined,yes,not defined,street,VII
31957126," Sütő utca, V. kerület",108,250000.0,3,5,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,V
31957129," Orbánhegy, XII. kerület",84,220000.0,3,1,in good condition,more than 3m,gáz (cirko),partly furnished,15.0,not defined,between 1981-2000,3,no,south east,panoramic,XII
31957195," Margit körút 47-49, II. kerület",41,135000.0,1,2,renovated,not defined,házközponti,furnished,2.0,not allowed,between 1950-1980,6,yes,south east,street,II
31957229," Márton utca 11., IX. kerület",30,84000.0,1,0,renovated,not defined,gáz (konvektor),furnished,not defined,not allowed,before 1950,4,not defined,not defined,courtyard,IX
31957274," Homoród utca, XI. kerület",16,70000.0,1,not defined,new,less than 3m,gáz (cirko),furnished,not defined,not allowed,between 2001-2010,not defined,no,south west,panoramic,XI
31957308," Teve utca 9/b, XIII. kerület",64,180000.0,2,3,newly built,less than 3m,gáz (cirko),partly furnished,6.0,not defined,between 2001-2010,5,yes,not defined,courtyard,XIII
31957347," Károlyi utca 11, V. kerület",76,270000.0,3,4,renovated,less than 3m,gáz (konvektor),not furnished,not defined,not allowed,not defined,6,yes,south east,street,V
31957377," Bolgárkerék utca, XIV. kerület",48,140000.0,2,3,renovated,less than 3m,gáz (cirko),furnished,not defined,allowed,between 1950-1980,3,no,east,garden,XIV
31957380," Bécsi út, II. kerület",95,455000.0,5,2,renovated,less than 3m,házközponti egyedi méréssel,not furnished,15.0,not allowed,not defined,5,yes,not defined,street,II
31957424," Hosszúrét, XI. kerület",96,250000.0,3,1,new,less than 3m,gáz (cirko),furnished,16.0,not allowed,2015,not defined,yes,south west,panoramic,XI
31957437," Tűzoltó utca, IX. kerület",44,110000.0,2,4,in good condition,not defined,gáz (konvektor),furnished,5.0,not allowed,not defined,6,yes,not defined,street,IX
31957466," Tolnai Lajos utca, VIII. kerület",45,120000.0,2,1,renovated,less than 3m,gáz (konvektor),furnished,not defined,allowed,between 1950-1980,3,no,not defined,courtyard,VIII
31957521," Üllői út, IX. kerület",82,140000.0,3,3,in good condition,less than 3m,gáz (cirko),furnished,not defined,not allowed,between 1950-1980,3,no,south east,street,IX
31957525," Esze Tamás utca, XIX. kerület",45,150000.0,2,1,newly built,not defined,gáz (cirko),furnished,8.0,not defined,not defined,not defined,no,south,not defined,XIX
31957583," Nefelejcs utca, XVIII. kerület",40,130000.0,1,0,new,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,1,no,not defined,courtyard,XVIII
31957675," Németvölgy, XII. kerület",80,253974.0,3,2,in good condition,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,no,not defined,garden,XII
31957684," Vizafogó – Marinapart, XIII. kerület",42,195000.0,2,not defined,not defined,not defined,házközponti egyedi méréssel,not defined,12.0,not defined,not defined,not defined,yes,not defined,not defined,XIII
31957691," Petőfi Sándor utca 9., V. kerület",62,363850.0,2,1,renovated,more than 3m,házközponti,furnished,not defined,allowed,before 1950,not defined,yes,not defined,street,V
31957712," Bánki Donát utca, XIV. kerület",40,100000.0,2,1,in good condition,not defined,nincs megadva,partly furnished,not defined,not allowed,not defined,3,no,not defined,panoramic,XIV
31957735," Dohány utca, VII. kerület",35,90000.0,1,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,between 1950-1980,5,yes,not defined,street,VII
31957796," Király utca, VI. kerület",34,130000.0,1,2,renovated,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,not defined,not defined,not defined,street,VI
31957806," Izabella utca 77, VI. kerület",54,170000.0,1,5,in good condition,more than 3m,gáz (cirko),furnished,not defined,allowed,not defined,5,yes,not defined,courtyard,VI
31957839," Karácsony Sándor utca 2, VIII. kerület",26,100000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VIII
31957857," Szugló utca 125/D, XIV. kerület",52,150000.0,2,not defined,not defined,not defined,nincs megadva,not defined,5.0,not defined,not defined,not defined,not defined,not defined,not defined,XIV
31957895," Delej utca, VIII. kerület",36,100000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VIII
31957932," Holló utca, VII. kerület",30,110000.0,1,2,newly built,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,VII
31957962," Váci utca 45, V. kerület",103,286000.0,4,3,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,4,no,not defined,street,V
31957996," Báthory utca 23, V. kerület",76,400235.0,2,3,new,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,3,yes,not defined,street,V
31958025," Október 6. utca 8, V. kerület",60,236503.0,3,mezzanine,in good condition,more than 3m,házközponti,furnished,not defined,allowed,between 1950-1980,4,yes,north,street,V
31958130," Fadrusz utca, XI. kerület",62,160000.0,3,7,new,not defined,gáz (cirko),not furnished,not defined,allowed,not defined,7,yes,south east,garden,XI
31958131," Szent László út 27, XIII. kerület",61,110000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIII
31958285," Kazinczy utca, VII. kerület",50,125000.0,2,3,newly built,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,VII
31958344," Hűvösvölgy, II. kerület",50,190000.0,2,0,in good condition,not defined,gáz (cirko),not furnished,12.0,not defined,2015,1,no,not defined,garden,II
31958439," Csalogány utca, II. kerület",57,396000.0,2,2,newly built,more than 3m,mennyezeti hűtés-fűtés,partly furnished,14.0,not defined,2020,5,yes,south east,street,II
31958489," Füredi utca, XIV. kerület",46,100000.0,2,2,not defined,less than 3m,házközponti egyedi méréssel,partly furnished,not defined,not allowed,between 1950-1980,10,yes,south west,street,XIV
31958515," Nagymező utca, VI. kerület",60,150000.0,2,4,in good condition,not defined,házközponti egyedi méréssel,furnished,not defined,not defined,between 1950-1980,6,yes,not defined,street,VI
31958576," Rózsa utca, VI. kerület",71,180000.0,3,2,newly built,less than 3m,házközponti egyedi méréssel,furnished,11.0,not allowed,between 2001-2010,5,yes,not defined,courtyard,VI
31958586," Vörösmarty utca 18, VII. kerület",58,253974.0,3,5,new,less than 3m,házközponti egyedi méréssel,furnished,8.0,not defined,2011,6,yes,south west,courtyard,VII
31958677," Szugló utca, XIV. kerület",65,230000.0,3,5,newly built,not defined,fan-coil,not furnished,35.0,not defined,2020,not defined,yes,not defined,street,XIV
31958816," Bécsi út, II. kerület",97,455000.0,4,2,renovated,less than 3m,házközponti egyedi méréssel,not defined,not defined,not defined,between 1981-2000,not defined,yes,not defined,street,II
31958819," Vágóhíd utca 3., IX. kerület",45,170000.0,2,2,newly built,not defined,nincs megadva,furnished,9.0,not defined,2020,10,yes,not defined,not defined,IX
31958840," Máriássy utca, IX. kerület",32,129000.0,1,2,newly built,not defined,házközponti egyedi méréssel,furnished,6.0,not allowed,not defined,not defined,yes,not defined,not defined,IX
31958865," Visegrádi utca, XIII. kerület",80,235000.0,3,2,in good condition,less than 3m,házközponti egyedi méréssel,furnished,15.0,not defined,2011,5,yes,east,street,XIII
31958910," József körút 13, VIII. kerület",77,291080.0,4,1,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,not defined,not defined,courtyard,VIII
31958949," Báthory utca, V. kerület",89,220000.0,3,4,renovated,not defined,gáz (cirko),furnished,1.0,not allowed,not defined,5,not defined,not defined,street,V
31958964," Törökverő út, XI. kerület",47,135000.0,2,1,newly built,not defined,"hőszivattyú, padlófűtés",not furnished,not defined,not allowed,2019,not defined,yes,south,garden,XI
31958973," Madách Imre tér, VII. kerület",28,115000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VII
31959032," Belső-Terézváros, VI. kerület",85,269000.0,4,6,in good condition,not defined,házközponti,furnished,3.0,not allowed,not defined,6,yes,south east,panoramic,VI
31959099," Dunadűlő út, XXI. kerület",35,100000.0,2,7,renovated,less than 3m,távfűtés,partly furnished,not defined,not defined,between 1981-2000,10,yes,south west,panoramic,XXI
31959119," Rózsa utca 91, VI. kerület",50,160000.0,2,4,newly built,less than 3m,nincs megadva,furnished,not defined,not allowed,2015,7,yes,east,courtyard,VI
31959170," Weiner Leó utca, VI. kerület",34,130000.0,1,3,renovated,more than 3m,elektromos,furnished,not defined,not allowed,between 1950-1980,3,no,south east,courtyard,VI
31959195," Múzeum körút, V. kerület",46,135000.0,2,2,renovated,not defined,nincs megadva,furnished,not defined,not allowed,between 1950-1980,5,yes,not defined,courtyard,V
31959274," Szilágyi Erzsébet fasor, II. kerület",131,550000.0,4,1,renovated,less than 3m,gáz (cirko),not furnished,15.0,not allowed,between 1950-1980,3,no,south west,street,II
31959316," Bacsó Béla utca, VIII. kerület",39,120000.0,1,0,not defined,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VIII
31959379," Kelenföldi út, XI. kerület",12,45000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XI
31959407," Dob utca, VII. kerület",60,134625.0,2,0,renovated,more than 3m,gáz (cirko),not furnished,not defined,not defined,before 1950,not defined,not defined,not defined,not defined,VII
31959722," Rézmál, II. kerület",95,431500.0,3,0,renovated,not defined,gáz (cirko),not defined,not defined,not defined,between 1950-1980,not defined,no,south east,garden,II
31959755," Hárshegy, II. kerület",186,982395.0,4,4,new,not defined,"házközponti egyedi méréssel, fan-coil",furnished,86.0,not defined,between 2001-2010,4,yes,not defined,panoramic,II
31959868," Hárshegyi út, II. kerület",130,580512.0,4,1,newly built,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,garden,II
31960010," Holló utca 12, VII. kerület",27,110000.0,1,2,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not defined,not defined,not defined,yes,not defined,not defined,VII
31960028," Lőportár utca 20, XIII. kerület",48,210000.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,furnished,6.0,not allowed,2020,8,yes,north east,street,XIII
31960053," Ó utca, VI. kerület",45,160000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,7,yes,south west,street,VI
31960078," Kazinczy utca 52, VII. kerület",46,125000.0,2,3,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not defined,not defined,not defined,yes,not defined,not defined,VII
31960117," Lőportár utca 20/A, XIII. kerület",47,260000.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,not defined,53.0,not allowed,2020,8,yes,north east,street,XIII
31960155," Lőportár utca 20/A, XIII. kerület",54,310000.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,not defined,45.0,not allowed,2020,8,yes,south west,street,XIII
31960156," Lőportár utca 20/A, XIII. kerület",48,220000.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,not defined,10.0,not allowed,2020,8,yes,north east,street,XIII
31960159," Lőportár utca 20/A, XIII. kerület",30,130000.0,1,7,newly built,less than 3m,házközponti egyedi méréssel,not defined,6.0,not allowed,2020,8,yes,northwest,street,XIII
31960173," Lőportár utca 20/A, XIII. kerület",46,200000.0,2,7,newly built,less than 3m,házközponti egyedi méréssel,not defined,10.0,not allowed,2020,8,yes,northwest,street,XIII
31960175," Lőportár utca 20/A, XIII. kerület",105,520000.0,4,8,newly built,less than 3m,házközponti egyedi méréssel,not defined,31.0,not allowed,2020,8,yes,north east,street,XIII
31960203," Drégely utca, IX. kerület",35,110000.0,1,1,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,IX
31960205," Corvin sétány, VIII. kerület",34,129000.0,1,3,new,not defined,házközponti egyedi méréssel,furnished,1.0,not defined,not defined,9,yes,not defined,not defined,VIII
31960224," Nyék, II. kerület",230,1091550.0,5,0,renovated,not defined,gáz (cirko),not furnished,100.0,not defined,not defined,not defined,not defined,not defined,garden,II
31960259," Királyok útja 198-205, III. kerület",68,350000.0,3,not defined,not defined,not defined,nincs megadva,not defined,5.0,not defined,not defined,not defined,not defined,not defined,not defined,III
31960286," Nyáry Pál utca 9, V. kerület",75,240000.0,3,3,new,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,west,street,V
31960316," Lehel utca, XIII. kerület",12,49000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIII
31960331," Rácz Aladár út, XII. kerület",150,473005.0,4,1,newly built,not defined,nincs megadva,not furnished,not defined,not allowed,not defined,not defined,no,not defined,panoramic,XII
31960333," Dob utca 101, VII. kerület",30,125000.0,1,5,new,less than 3m,házközponti egyedi méréssel,furnished,3.0,not allowed,between 2001-2010,7,yes,not defined,courtyard,VII
31960342," Margit körút, II. kerület",50,180000.0,2,0,renovated,less than 3m,elektromos,furnished,not defined,not allowed,before 1950,not defined,yes,not defined,courtyard,II
31960347," Bethlen Gábor tér, VII. kerület",65,39000.0,4,not defined,renovated,less than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,VII
31960368," Nap utca, VIII. kerület",25,90000.0,1,0,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,2,no,south west,courtyard,VIII
31960382," Csángó utca 4/b, XIII. kerület",42,145000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIII
31960414," Szerdahelyi utca 4-8, VIII. kerület",29,85000.0,1,1,new,less than 3m,házközponti egyedi méréssel,not furnished,not defined,not allowed,between 2001-2010,not defined,yes,not defined,garden,VIII
31960475," Podmaniczky utca, VI. kerület",65,200000.0,2,0,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,4,yes,west,street,VI
31960487," Kőoltár utca, XI. kerület",95,727700.0,4,2,newly built,less than 3m,házközponti,furnished,10.0,allowed,2019,3,yes,not defined,garden,XI
31960492," Semmelweis utca 11, V. kerület",20,90000.0,1,not defined,newly built,not defined,házközponti,furnished,not defined,not allowed,2017,7,yes,not defined,not defined,V
31960626," Benczúr utca, VI. kerület",95,290000.0,3,0,in good condition,not defined,gáz (cirko),furnished,not defined,allowed,not defined,1,not defined,south west,courtyard,VI
31960643," Pagus utca, XI. kerület",84,727700.0,4,4,newly built,less than 3m,házközponti,furnished,77.0,allowed,2019,4,yes,not defined,panoramic,XI
31960669," József utca, VIII. kerület",47,99000.0,1,1,in good condition,more than 3m,gáz (konvektor),by arrangement,not defined,not allowed,between 1950-1980,4,no,south east,street,VIII
31960688," San Marco utca, III. kerület",28,90000.0,1,3,renovated,more than 3m,gáz (konvektor),by arrangement,3.0,allowed,between 1981-2000,3,no,west,panoramic,III
31960695," Victor Hugo utca, XIII. kerület",54,175000.0,2,5,newly built,less than 3m,házközponti egyedi méréssel,partly furnished,10.0,not allowed,2013,7,yes,south west,street,XIII
31960701," Corvin köz, VIII. kerület",48,165000.0,2,1,renovated,not defined,házközponti,furnished,not defined,allowed,before 1950,4,yes,not defined,street,VIII
31960750," Móricz Zsigmond utca, XIX. kerület",67,150000.0,3,2,renovated,less than 3m,távfűtés,furnished,3.0,not allowed,between 1950-1980,4,no,south,garden,XIX
31960768," Szabadság utca 17, XXI. kerület",35,100000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XXI
31960783," Meder utca, XIII. kerület",50,160000.0,2,2,newly built,less than 3m,házközponti egyedi méréssel,not furnished,7.0,not defined,2020,not defined,yes,not defined,garden,XIII
31960805," Tinódi utca, IX. kerület",72,180000.0,3,0,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,4,no,not defined,street,IX
31960903," Szemere utca, V. kerület",37,163269.0,1,6,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,yes,not defined,courtyard,V
31960904," San Marco utca, III. kerület",28,99000.0,1,3,in good condition,more than 3m,gáz (konvektor),partly furnished,not defined,allowed,between 1950-1980,4,no,not defined,street,III
31960917," Baross utca 4, VIII. kerület",55,115000.0,1,1,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,before 1950,3,yes,northwest,courtyard,VIII
31961030," Izabella utca, VI. kerület",47,185000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,4.4,not allowed,between 2001-2010,not defined,yes,not defined,garden,VI
31961046," Tüske utca, II. kerület",125,230000.0,5,1,in moderate condition,less than 3m,"házközponti, gáz (cirko)",not furnished,not defined,not defined,between 1950-1980,3,no,south east,panoramic,II
31961283," Zajzon utca, XI. kerület",68,250000.0,3,0,renovated,more than 3m,gáz (cirko),partly furnished,80.0,not allowed,not defined,2,not defined,south east,garden,XI
31961296," Bajcsy-Zsilinszky út 29, VI. kerület",28,90000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VI
31961308," Dózsa György út 94, VI. kerület",31,100000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VI
31961329," Podmaniczky utca 75, VI. kerület",36,110000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VI
31961367," Bácskai utca, XIV. kerület",44,125000.0,2,basement,renovated,not defined,padlófűtés,partly furnished,not defined,not allowed,not defined,2,no,south east,garden,XIV
31961391," Dési Huber utca, IX. kerület",38,95000.0,2,3,not defined,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,4,no,not defined,not defined,IX
31961439," Rejtő Jenő utca, VII. kerület",40,135000.0,1,1,renovated,more than 3m,fan-coil,furnished,not defined,not defined,before 1950,3,no,west,courtyard,VII
31961522," Nyáry Pál utca 9, V. kerület",55,149000.0,1,not defined,not defined,not defined,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",not defined,8.0,not allowed,not defined,not defined,yes,not defined,panoramic,V
31961528," Balaton utca, V. kerület",112,240000.0,3,3,in good condition,more than 3m,gáz (cirko),furnished,1.0,not defined,not defined,5,yes,not defined,street,V
31961542," Vizafogó – Marinapart, XIII. kerület",44,190000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,8.0,not defined,2020,9,yes,west,garden,XIII
31961546," Ribáry utca, II. kerület",150,500000.0,6,0,renovated,not defined,gáz (cirko),not furnished,4.0,not defined,before 1950,4,not defined,not defined,not defined,II
31961712," Dessewffy utca, VI. kerület",28,90000.0,1,1,in good condition,not defined,gáz (konvektor),furnished,not defined,allowed,not defined,not defined,yes,not defined,not defined,VI
31961733," Gábor Áron utca, II. kerület",83,178000.0,3,1,in good condition,less than 3m,gáz (cirko),partly furnished,8.0,not allowed,between 1950-1980,3,no,south west,garden,II
31961742," Hunyadi János út, I. kerület",65,290000.0,4,1,not defined,more than 3m,nincs megadva,furnished,2.5,not allowed,between 1950-1980,3,no,south west,panoramic,I
31961806," Népsziget út, XIII. kerület",34,67000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIII
31961814," Madarász Viktor utca, XIII. kerület",30,125000.0,1,3,new,not defined,házközponti egyedi méréssel,not furnished,7.0,not defined,2019,4,yes,not defined,street,XIII
31961846," Kodály körönd, VI. kerület",70,230000.0,2,2,renovated,more than 3m,gáz (cirko),partly furnished,not defined,not allowed,before 1950,3,no,not defined,street,VI
31961866," Attila út, I. kerület",60,130000.0,3,5,in good condition,less than 3m,távfűtés,furnished,not defined,allowed,not defined,not defined,yes,not defined,street,I
31961902," Szentendrei út, III. kerület",51,130000.0,2,not defined,not defined,not defined,nincs megadva,not defined,7.0,not defined,not defined,not defined,not defined,not defined,not defined,III
31961908," Budaörsi út, XI. kerület",30,120000.0,1,4,new,not defined,házközponti,furnished,not defined,not allowed,not defined,1,not defined,not defined,street,XI
31961912," Úri utca, I. kerület",61,200000.0,2,2,in good condition,less than 3m,házközponti,not defined,not defined,not defined,between 1950-1980,2,not defined,south east,street,I
31961986," Fiastyúk utca, XIII. kerület",25,40000.0,1,not defined,not defined,not defined,nincs megadva,not defined,2.0,not defined,not defined,not defined,not defined,not defined,not defined,XIII
31962061," Mihálkovics utca, IX. kerület",53,135000.0,2,1,in moderate condition,less than 3m,házközponti,partly furnished,not defined,not defined,between 2001-2010,5,yes,not defined,street,IX
31962093," Kinizsi utca, IX. kerület",70,180000.0,3,3,new,not defined,gáz (cirko),furnished,not defined,not defined,between 2001-2010,5,yes,not defined,street,IX
31962124," Népfürdő utca, XIII. kerület",49,130000.0,2,not defined,not defined,not defined,nincs megadva,not defined,3.0,not defined,not defined,not defined,not defined,not defined,not defined,XIII
31962152," Kacsóh Pongrác út, XIV. kerület",43,100000.0,2,0,in good condition,less than 3m,távfűtés egyedi méréssel,not furnished,not defined,not allowed,between 1950-1980,3,no,east,garden,XIV
31962177," Belgrád rakpart 27, V. kerület",85,400000.0,3,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,panoramic,V
31962222," Fogarasi út, XIV. kerület",50,125000.0,2,3,renovated,not defined,gáz (konvektor),furnished,2.0,not allowed,not defined,not defined,no,not defined,garden,XIV
31962230," Lipótváros, V. kerület",92,181925.0,3,1,in good condition,not defined,gáz (cirko),furnished,4.0,not allowed,not defined,4,yes,not defined,street,V
31962238," Károly körút, VII. kerület",82,300000.0,4,3,renovated,more than 3m,házközponti egyedi méréssel,furnished,1.0,not allowed,not defined,5,yes,not defined,street,VII
31962259," Búza utca, III. kerület",51,135000.0,2,not defined,not defined,not defined,nincs megadva,not defined,5.0,not defined,not defined,not defined,not defined,not defined,not defined,III
31962301," Alíz utca, XI. kerület",33,150000.0,2,9,new,not defined,házközponti egyedi méréssel,not furnished,10.0,not defined,2020,more than 10,yes,not defined,not defined,XI
31962307," Avar utca, XII. kerület",40,165000.0,2,mezzanine,new,more than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1981-2000,5,yes,north east,street,XII
31962346," Liget utca 40., X. kerület",76,150000.0,3,2,renovated,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,3,no,not defined,street,X
31962391," Tolnai Lajos utca 44, VIII. kerület",30,130000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VIII
