ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner_Height,Heating,Furnished,Balcony,Pet,Year_Built,Floors,Lift,Orientation,View,kerület,lat,lon,dist,Log(Price),LogPrice
22665032," Andrássy út, VI. kerület",130,836855.0,3,1,renovated,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,no,not defined,street,VI,47.506521299999996,19.0652946,1.2970803804827944,13.637406096710336,13.637406096710336
22665292," Herman Ottó út, II. kerület",140,725640.0,4,0,new,less than 3m,házközponti,by arrangement,30.0,not allowed,not defined,2,yes,not defined,garden,II,47.512592,19.012183399999998,3.1346793150181256,13.49480930305526,13.49480930305526
22665741," Tatai utca, XIII. kerület",53,130000.0,3,4,in good condition,not defined,távfűtés egyedi méréssel,partly furnished,not defined,not defined,not defined,4,no,not defined,panoramic,XIII,47.5311152,19.0890204,4.450372076896065,11.77528972943772,11.77528972943772
22668274," Rózsadomb, II. kerület",147,759000.0,3,2,new,not defined,gáz (cirko),furnished,90.0,not defined,not defined,4,yes,not defined,panoramic,II,47.5173286,19.0282878,2.4558679692502,13.539757056377766,13.539757056377766
22672133," Baross utca, VIII. kerület",80,235000.0,4,3,renovated,more than 3m,gáz (cirko),furnished,10.0,not allowed,before 1950,7,yes,not defined,street,VIII,47.489397499999995,19.091164300000003,3.337694743164178,12.367340793126296,12.367340793126296
22672311," Hárshegyi út, II. kerület",160,982395.0,4,4,new,less than 3m,fan-coil,not furnished,60.0,not allowed,not defined,not defined,yes,south,panoramic,II,47.5257289,18.9663343,6.875394398306309,13.797748746785516,13.797748746785516
22676671," Márton utca, IX. kerület",31,120000.0,1,5,new,less than 3m,házközponti egyedi méréssel,furnished,29.0,not allowed,between 2001-2010,5,yes,east,street,IX,47.4797219,19.0812347,3.3188666715725565,11.695247021764184,11.695247021764184
22677892," Báthory utca, V. kerület",140,545775.0,3,2,in good condition,more than 3m,gáz (cirko),not furnished,not defined,not defined,not defined,4,yes,not defined,street,V,47.4558283,19.1426836,8.575469470605421,13.209962081883397,13.209962081883397
22678852," Márton utca 11, IX. kerület",34,98000.0,1,1,renovated,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,not defined,no,not defined,not defined,IX,47.3724117,18.84856234201661,20.841151031391885,11.49272275765271,11.49272275765271
22680033," Hárshegy, II. kerület",105,660000.0,4,3,renovated,less than 3m,fan-coil,by arrangement,26.0,not defined,not defined,8,yes,south,panoramic,II,47.5335359,18.958761399999997,7.765306812731186,13.399995114002609,13.399995114002609
22683070," Hold utca, V. kerület",61,130000.0,2,1,renovated,more than 3m,gáz (cirko),furnished,not defined,allowed,not defined,4,yes,not defined,courtyard,V,47.5045255,19.052542300000002,0.43949506251213766,11.77528972943772,11.77528972943772
22683177," Mészöly utca, XI. kerület",50,135000.0,2,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,6,yes,not defined,courtyard,XI,47.4808917,19.0509693,2.228377689142307,11.813030057420567,11.813030057420567
22685757," Török utca 4, II. kerület",33,120000.0,1,1,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,3,no,west,courtyard,II,47.51493189999999,19.0357533,1.8975460521593273,11.695247021764184,11.695247021764184
22687012," Szalamandra út 44, II. kerület",125,538000.0,4,0,renovated,not defined,nincs megadva,furnished,not defined,allowed,not defined,1,not defined,south,panoramic,II,47.534749700000006,19.004804520234114,5.076123120855917,13.195613839143922,13.195613839143922
22694068," Andrássy út, VI. kerület",55,150000.0,2,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,3,yes,south west,courtyard,VI,47.506521299999996,19.0652946,1.2970803804827944,11.918390573078392,11.918390573078392
22697068," Károlyi utca, V. kerület",97,473005.0,3,3,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,street,V,47.4917784,19.0575848,1.159827071477385,13.066861238242723,13.066861238242723
22698582," Vízimolnár utca, III. kerület",49,150000.0,3,10,in good condition,less than 3m,távfűtés,not furnished,5.0,not allowed,between 1981-2000,10,yes,west,panoramic,III,47.5683139,19.058241600000002,7.520970197098984,11.918390573078392,11.918390573078392
22709303," Szemere utca, V. kerület",86,582160.0,3,4,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,5,yes,not defined,street,V,47.5065903,19.0508921,0.6333336025903219,13.274500603020968,13.274500603020968
22713053," Rózsahegy utca, II. kerület",70,250000.0,3,4,renovated,more than 3m,gáz (cirko),furnished,3.0,not allowed,not defined,4,yes,south,panoramic,II,47.514213899999994,19.0295317,2.1420375878587583,12.429216196844383,12.429216196844383
22730930," Városfal köz, III. kerület",39,140000.0,2,3,renovated,not defined,távfűtés,partly furnished,not defined,not allowed,not defined,3,no,east,street,III,47.567087799999996,19.060184500000002,7.398471285091952,11.84939770159144,11.84939770159144
22735319," Belváros, V. kerület",80,362820.0,3,3,renovated,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,yes,not defined,panoramic,V,47.491917799999996,19.054693899999997,1.0576043791195622,12.801662122495314,12.801662122495314
22738240," Pusztaszeri út, II. kerület",100,363850.0,3,0,renovated,not defined,gáz (cirko),furnished,30.0,not defined,not defined,not defined,not defined,not defined,garden,II,47.526551,19.0292031,3.2568015544374243,12.804496973775233,12.804496973775233
22740482," Gödöllői utca, XIV. kerület",85,230000.0,4,1,new,less than 3m,"gáz (cirko), padlófűtés",partly furnished,9.0,not allowed,not defined,2,no,south west,garden,XIV,47.5132157,19.129837600000002,6.141217845640751,12.345834587905333,12.345834587905333
22749085," Tavasz utca, III. kerület",54,122000.0,2,2,renovated,not defined,távfűtés,furnished,not defined,not allowed,not defined,6,yes,south,street,III,47.4606865,18.965064399999996,7.806516356999903,11.711776323715394,11.711776323715394
22755501," Hegedű utca 6, VI. kerület",53,140000.0,2,3,renovated,less than 3m,házközponti egyedi méréssel,furnished,not defined,allowed,not defined,4,yes,south west,street,VI,47.50325,19.062007,0.9275365950761308,11.84939770159144,11.84939770159144
22764017," Flórián tér, III. kerület",37,110000.0,1,5,renovated,less than 3m,házközponti,not defined,not defined,not allowed,not defined,6,yes,west,panoramic,III,47.5405313,19.039420871357514,4.479342093732909,11.608235644774552,11.608235644774552
22764222," Kossuth Lajos tér, V. kerület",94,654930.0,3,4,in good condition,more than 3m,házközponti,furnished,not defined,not allowed,before 1950,5,yes,not defined,panoramic,V,47.505719899999995,19.0449808,0.6606568098876933,13.392283638677352,13.392283638677352
22765421," Zichy Jenő utca 37, VI. kerület",60,155000.0,3,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,4,no,not defined,courtyard,VI,47.5053963,19.058838,0.8208070164295971,11.951180395901384,11.951180395901384
22769268," Budafoki út, XI. kerület",60,65000.0,2,not defined,in good condition,less than 3m,"házközponti egyedi méréssel, távfűtés egyedi méréssel",furnished,not defined,not allowed,not defined,not defined,yes,south west,panoramic,XI,47.3830431,18.9541872,14.967520919760496,11.082142548877775,11.082142548877775
22769456," Gyulai Pál utca, VIII. kerület",55,130000.0,3,2,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,3,yes,south,courtyard,VIII,47.4958489,19.0667923,1.3714722621495037,11.77528972943772,11.77528972943772
22774416," Szerdahelyi utca, VIII. kerület",48,100000.0,2,3,newly built,less than 3m,házközponti egyedi méréssel,furnished,8.0,not allowed,not defined,5,yes,not defined,courtyard,VIII,47.4917718,19.0809335,2.526827535410779,11.512925464970229,11.512925464970229
22774982," Jakab József utca, XIII. kerület",45,150000.0,2,2,new,less than 3m,házközponti egyedi méréssel,furnished,5.0,not allowed,between 2001-2010,8,yes,east,garden,XIII,47.5370044,19.0637973,4.142609009378153,11.918390573078392,11.918390573078392
22785797," Szőnyi út, XIV. kerület",28,120000.0,1,2,new,less than 3m,házközponti egyedi méréssel,partly furnished,2.0,not allowed,between 2001-2010,3,no,not defined,not defined,XIV,47.526779600000005,19.0956729,4.468525856961707,11.695247021764184,11.695247021764184
22794386," Kaszásdűlő utca, III. kerület",50,140000.0,3,7,in good condition,not defined,távfűtés egyedi méréssel,not furnished,2.0,not defined,not defined,10,yes,east,panoramic,III,47.556962899999995,19.0425015,6.260298587503612,11.84939770159144,11.84939770159144
22804732," Hernád utca, VII. kerület",30,100000.0,1,2,renovated,not defined,gáz (konvektor),furnished,not defined,not defined,not defined,3,no,not defined,street,VII,47.506605799999996,19.0808016,2.388061293207416,11.512925464970229,11.512925464970229
22804844," Kőris utca 24, VIII. kerület",33,75000.0,2,3,renovated,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VIII,47.48743125,19.090678498585287,3.394878312904738,11.225243392518447,11.225243392518447
22820904," Hungária körút, XIV. kerület",44,95000.0,1,mezzanine,in good condition,less than 3m,gáz (konvektor),partly furnished,2.0,not allowed,not defined,4,no,not defined,street,XIV,47.49412120000001,19.1089344,4.481405976082851,11.461632170582678,11.461632170582678
22823400," Hengermalom út, XI. kerület",33,110000.0,1,2,renovated,more than 3m,"gáz (konvektor), elektromos",partly furnished,not defined,not defined,not defined,3,no,east,not defined,XI,47.462239200000006,19.0442617,4.325007951285582,11.608235644774552,11.608235644774552
22825525," Újszász utca 45, XVI. kerület",48,130000.0,2,4,new,not defined,gáz (cirko),partly furnished,3.0,not allowed,not defined,4,no,west,garden,XVI,47.5041713,19.194786357191767,10.873872310106467,11.77528972943772,11.77528972943772
22827405," Andrássy út, VI. kerület",97,545775.0,3,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,street,VI,47.506521299999996,19.0652946,1.2970803804827944,13.209962081883397,13.209962081883397
22828121," Zichy Jenő utca, VI. kerület",98,360000.0,3,4,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,street,VI,47.504980100000004,19.0580826,0.7476040340872947,12.793859310432293,12.793859310432293
22829169," Mihály utca, I. kerület",50,138900.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,I,47.4883635,19.0372935,1.698375466289855,11.841509528742435,11.841509528742435
22830785," Váli utca 5, XI. kerület",56,240000.0,2,1,newly built,not defined,nincs megadva,furnished,not defined,not allowed,2011,4,yes,not defined,not defined,XI,47.4760388,19.049738,2.7675041030151366,12.388394202324129,12.388394202324129
22832921," Ifjúmunkás utca 17., IX. kerület",38,115000.0,2,4,in good condition,less than 3m,gáz (konvektor),not defined,not defined,not allowed,between 1950-1980,4,no,east,garden,IX,47.46754350000001,19.11503644649482,6.129087255963157,11.652687407345388,11.652687407345388
22833007," Prielle Kornélia utca, XI. kerület",55,185000.0,2,5,new,less than 3m,házközponti egyedi méréssel,furnished,7.0,not allowed,between 2001-2010,6,yes,west,panoramic,XI,47.468287,19.049755100000002,3.629682331458027,12.128111104060462,12.128111104060462
22835757," Garay utca, VII. kerület",90,130000.0,3,3,new,more than 3m,nincs megadva,furnished,not defined,not allowed,not defined,3,no,not defined,street,VII,47.5805393,19.084805300000003,9.230503050186947,11.77528972943772,11.77528972943772
22836361," Pasaréti út, II. kerület",100,240000.0,3,1,renovated,more than 3m,gáz (cirko),furnished,10.0,not defined,not defined,2,no,south west,garden,II,47.5116114,19.0088164,3.326049923386058,12.388394202324129,12.388394202324129
22838865," Ráday utca, IX. kerület",35,110000.0,1,not defined,renovated,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,not defined,not defined,not defined,IX,47.4854854,19.0645518,2.02910062623543,11.608235644774552,11.608235644774552
22842006," Dorozsmai utca, XIV. kerület",60,165000.0,2,1,in good condition,less than 3m,gáz (cirko),partly furnished,2.0,allowed,between 1950-1980,2,no,south east,street,XIV,47.523093599999996,19.0990391,4.4239677814051355,12.013700752882718,12.013700752882718
22848668," Zugligeti út, XII. kerület",105,800470.0,4,1,renovated,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,not defined,not defined,not defined,panoramic,XII,47.517462200000004,18.981170499999998,5.500024100149859,13.592954334139502,13.592954334139502
22852173," Bajza utca 46, VI. kerület",100,220000.0,3,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,3,no,north east,street,VI,47.5120857,19.0710217,2.000236058886096,12.301382825334498,12.301382825334498
22854761," Lipótváros, V. kerület",70,636738.0,2,2,renovated,not defined,nincs megadva,furnished,3.0,not defined,not defined,not defined,yes,not defined,courtyard,V,47.50454310000001,19.050380399999998,0.40355570148152864,13.364113546963296,13.364113546963296
22855549," Victor Hugo utca 25., XIII. kerület",20,80000.0,1,5,in good condition,less than 3m,távfűtés,furnished,not defined,not allowed,not defined,6,yes,not defined,garden,XIII,47.5182537,19.0559462,1.9766986252102998,11.289781913656018,11.289781913656018
22857267," Lágymányosi utca, XI. kerület",39,99000.0,1,4,in good condition,more than 3m,gáz (konvektor),not furnished,15.0,not defined,not defined,5,yes,south,garden,XI,47.4774015,19.0541943,2.633306069657757,11.502875129116727,11.502875129116727
22857858," Régi posta utca, V. kerület",87,250000.0,4,1,renovated,less than 3m,házközponti,not furnished,4.0,not allowed,not defined,4,yes,not defined,panoramic,V,47.494017299999996,19.0509871,0.7701185416596066,12.429216196844383,12.429216196844383
22861037," Petneházy utca, XIII. kerület",11,100000.0,2,7,in good condition,less than 3m,távfűtés egyedi méréssel,by arrangement,3.0,not allowed,not defined,10,yes,not defined,garden,XIII,47.5334586,19.0772143,4.15117974762389,11.512925464970229,11.512925464970229
22861855," József körút, VIII. kerület",75,170000.0,3,0,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VIII,47.49657,19.070507,1.6039974312349876,12.043553716032399,12.043553716032399
22865532," Galga utca, XXII. kerület",35,115000.0,1,0,new,less than 3m,házközponti egyedi méréssel,furnished,7.0,not allowed,not defined,5,not defined,not defined,garden,XXII,47.400619899999995,18.9971167,11.848001508404952,11.652687407345388,11.652687407345388
22867270," Döbrentei utca, I. kerület",84,450000.0,3,1,renovated,more than 3m,gáz (cirko),not furnished,not defined,not allowed,not defined,4,no,not defined,panoramic,I,47.4923981,19.044397600000003,1.041806186641059,13.017002861746503,13.017002861746503
22867334," Thurzó utca, XIII. kerület",12,85000.0,1,mezzanine,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1981-2000,4,no,south west,garden,XIII,47.518836900000004,19.0568646,2.055847026268472,11.350406535472453,11.350406535472453
22868668," Brassó út 143, XI. kerület",72,270000.0,3,1,new,not defined,gáz (cirko),not furnished,24.0,not allowed,between 2001-2010,2,no,south east,panoramic,XI,47.47333935,19.0135843846722,4.119018037976183,12.506177237980511,12.506177237980511
22868670," Nagy Fuvaros utca, VIII. kerület",38,100000.0,2,1,renovated,not defined,gáz (konvektor),furnished,not defined,allowed,not defined,3,no,not defined,courtyard,VIII,47.493415500000005,19.0778593,2.242942666641097,11.512925464970229,11.512925464970229
22869659," Belgrád rakpart, V. kerület",100,363850.0,3,3,new,not defined,házközponti egyedi méréssel,furnished,3.0,not defined,not defined,not defined,yes,not defined,panoramic,V,47.4909849,19.051671799999998,1.1107323403767477,12.804496973775233,12.804496973775233
22873559," József körút, VIII. kerület",17,55000.0,1,not defined,renovated,more than 3m,házközponti,furnished,not defined,not allowed,not defined,not defined,no,east,street,VIII,47.49657,19.070507,1.6039974312349876,10.915088464214607,10.915088464214607
22873602," Bartók Béla út, XI. kerület",57,160000.0,2,2,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,not defined,XI,47.4763395,19.043414600000002,2.780435346169507,11.982929094215963,11.982929094215963
22884206," Falk Miksa utca, V. kerület",107,625000.0,5,5,new,less than 3m,"gáz (cirko), padlófűtés",furnished,11.0,not allowed,not defined,5,yes,south,panoramic,V,47.5126348,19.0488375,1.3069996730599993,13.345506928718539,13.345506928718539
22887102," Madách Imre tér, VII. kerület",70,285000.0,3,6,new,not defined,házközponti,furnished,not defined,not allowed,not defined,7,yes,not defined,panoramic,VII,47.49725065,19.056953225766332,0.6537097744811067,12.560244459250788,12.560244459250788
22889701," Vízisport utca, XX. kerület",38,145000.0,1,mezzanine,renovated,less than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,3,no,east,street,XX,47.4326305,19.0912504,8.200112973237788,11.884489021402711,11.884489021402711
22892275," Tekla utca, XVI. kerület",49,120000.0,2,3,in good condition,not defined,házközponti egyedi méréssel,not defined,not defined,not defined,not defined,not defined,yes,not defined,not defined,XVI,47.5100261,19.189340899999998,10.50703747426072,11.695247021764184,11.695247021764184
22892331," Építő utca, XVIII. kerület",43,110000.0,2,2,new,not defined,házközponti egyedi méréssel,not furnished,not defined,not allowed,not defined,4,no,not defined,garden,XVIII,47.4469392,19.170070199999998,10.83183819010849,11.608235644774552,11.608235644774552
22894286," Gizella út, XIV. kerület",38,115000.0,1,1,renovated,more than 3m,nincs megadva,furnished,not defined,not allowed,before 1950,3,no,not defined,street,XIV,47.50830070000001,19.1000943,3.8411401387022717,11.652687407345388,11.652687407345388
22909039," Schweidel utca, XI. kerület",52,120000.0,2,2,in good condition,less than 3m,gáz (cirko),partly furnished,3.0,allowed,before 1950,4,no,not defined,panoramic,XI,47.486224799999995,19.0262629,2.4280631704019067,11.695247021764184,11.695247021764184
22911013," Rózsadomb, II. kerület",108,800470.0,3,3,new,not defined,nincs megadva,furnished,88.0,not defined,not defined,3,yes,south,panoramic,II,47.5173286,19.0282878,2.4558679692502,13.592954334139502,13.592954334139502
22913028," Budafoki út 37-39, XI. kerület",77,210000.0,3,5,in good condition,less than 3m,távfűtés egyedi méréssel,furnished,13.0,not allowed,between 1981-2000,7,yes,not defined,garden,XI,47.3830431,18.9541872,14.967520919760496,12.254862809699606,12.254862809699606
22913675," Podmaniczky utca 91., VI. kerület",20,49000.0,1,not defined,renovated,more than 3m,gáz (cirko),furnished,4.0,not allowed,not defined,not defined,yes,north east,street,VI,47.5151438,19.0692868,2.1377166013967286,10.799575577092764,10.799575577092764
22919885," Hunyadi tér, VI. kerület",117,436620.0,3,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,no,not defined,street,VI,47.50582305,19.067065996373913,1.3828229244279622,12.986818530569186,12.986818530569186
22926022," Üllői út 159., IX. kerület",30,95000.0,1,5,new,less than 3m,"távfűtés, távfűtés egyedi méréssel",furnished,not defined,not allowed,between 1950-1980,6,yes,south west,garden,IX,47.4722844,19.1073901,5.352671881722894,11.461632170582678,11.461632170582678
22927121," Szemere utca, V. kerület",63,545775.0,2,5,newly built,less than 3m,egyéb,furnished,12.0,allowed,2017,6,yes,east,street,V,47.5065903,19.0508921,0.6333336025903219,13.209962081883397,13.209962081883397
22927778," Vérhalom tér, II. kerület",173,946010.0,3,4,newly built,less than 3m,gáz (cirko),furnished,50.0,not allowed,not defined,4,yes,south,panoramic,II,47.5213995,19.024471300000002,2.9855544737548425,13.760008418802668,13.760008418802668
22928686," Dob utca 87., VII. kerület",42,120000.0,1,0,new,more than 3m,gáz (cirko),not defined,not defined,not allowed,not defined,4,not defined,not defined,courtyard,VII,47.5032504,19.070436828551127,1.5458964802807245,11.695247021764184,11.695247021764184
22929317," Kiss János altábornagy utca, XII. kerület",33,110000.0,1,3,new,more than 3m,elektromos,furnished,not defined,not allowed,not defined,5,no,south west,garden,XII,47.492238799999996,19.019115399999997,2.524582774267789,11.608235644774552,11.608235644774552
22936865," Teve utca 24-28., XIII. kerület",55,180000.0,2,9,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,2016,9,yes,south east,panoramic,XIII,47.53524848,19.07226532,4.1641149917297,12.100712129872347,12.100712129872347
22938474," Wesselényi utca, VII. kerület",84,436620.0,3,2,new,more than 3m,gáz (cirko),not defined,1.0,allowed,not defined,3,no,south west,street,VII,47.4309445,19.1245806,9.586268211321338,12.986818530569186,12.986818530569186
22939513," Királyi Pál utca, V. kerület",82,250000.0,3,4,renovated,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,panoramic,V,47.4888189,19.0600508,1.537587114256933,12.429216196844383,12.429216196844383
22946373," Bocskai út, XI. kerület",40,110000.0,1,5,in good condition,more than 3m,távfűtés egyedi méréssel,furnished,3.0,not allowed,not defined,6,yes,not defined,street,XI,47.4756471,19.039852,2.915632805700971,11.608235644774552,11.608235644774552
22950304," József Attila utca 1, V. kerület",77,323827.0,2,3,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,west,panoramic,V,47.4985896,19.048869,0.2764659218914667,12.687964701554789,12.687964701554789
22952525," Paulay Ede utca, VI. kerület",31,128000.0,1,2,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,7,yes,not defined,garden,VI,47.5029296,19.061324499999998,0.8685618484694275,11.759785542901755,11.759785542901755
22957140," Hegedűs Gyula utca, XIII. kerület",85,170000.0,2,1,renovated,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,6,yes,not defined,street,XIII,47.512134700000004,19.0522868,1.2578476467543103,12.043553716032399,12.043553716032399
22980696," Szépvölgyi út, II. kerület",63,260000.0,2,3,new,more than 3m,gáz (cirko),partly furnished,56.0,allowed,not defined,3,yes,south,panoramic,II,47.5298878,19.0209295,3.8991988709476213,12.468436909997665,12.468436909997665
22981167," Lévay utca, II. kerület",100,654930.0,4,2,renovated,not defined,gáz (cirko),not furnished,20.0,not defined,not defined,not defined,no,not defined,panoramic,II,47.5159028,19.0139258,3.1918362690684003,13.392283638677352,13.392283638677352
22986803," Andrássy út, VI. kerület",100,473005.0,3,3,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,4,yes,not defined,street,VI,47.506521299999996,19.0652946,1.2970803804827944,13.066861238242723,13.066861238242723
22990870," Gerlóczy utca, V. kerület",92,509390.0,2,3,renovated,not defined,nincs megadva,furnished,4.0,not defined,not defined,not defined,yes,not defined,street,V,47.495633700000006,19.0566328,0.763156602891961,13.140969210396445,13.140969210396445
22993349," Dániel út, XII. kerület",54,110000.0,2,3,in moderate condition,more than 3m,gáz (konvektor),partly furnished,not defined,not defined,between 1950-1980,4,no,south west,garden,XII,47.514018,18.987479500000003,4.929460030609987,11.608235644774552,11.608235644774552
22997143," Wesselényi utca, VII. kerület",94,199551.0,3,1,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,not defined,yes,not defined,street,VII,47.4309445,19.1245806,9.586268211321338,12.203825121739692,12.203825121739692
23001160," Bethlen Gábor utca, VII. kerület",13,55000.0,1,not defined,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,no,not defined,not defined,VII,47.5526245,18.9627447,8.728085251470706,10.915088464214607,10.915088464214607
23006288," Dózsa György út, VII. kerület",123,240000.0,3,3,renovated,more than 3m,gáz (cirko),not furnished,not defined,allowed,before 1950,4,yes,northwest,panoramic,VII,47.5248671,19.0635372,2.8472232629465766,12.388394202324129,12.388394202324129
23014961," Egyetem tér, V. kerület",91,327465.0,4,2,renovated,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,5,yes,not defined,street,V,47.590469799999994,19.362134,25.453369171710367,12.699136458117406,12.699136458117406
23015258," Ifjúmunkás utca, IX. kerület",27,95000.0,1,2,renovated,less than 3m,távfűtés,furnished,not defined,not allowed,between 1950-1980,4,no,south,street,IX,47.467662100000005,19.1096319,5.802619075324184,11.461632170582678,11.461632170582678
23018317," Széchenyi rakpart 7, V. kerület",65,216000.0,3,4,in good condition,more than 3m,házközponti,furnished,not defined,not defined,not defined,5,yes,south,panoramic,V,47.50355430000001,19.0455018612765,0.45636871527142064,12.283033686666302,12.283033686666302
23024017," Lázár utca 8, VI. kerület",45,169000.0,1,4,newly built,not defined,gáz (cirko),furnished,5.0,not defined,2015,4,yes,west,not defined,VI,47.5025034,19.056524600000003,0.5100242382665099,12.037653993905211,12.037653993905211
23026648," Tusnádi utca, XII. kerület",67,400235.0,2,0,renovated,less than 3m,nincs megadva,not furnished,not defined,not allowed,not defined,not defined,yes,not defined,garden,XII,47.501611100000005,19.008776100000002,3.1103887549180316,12.899807153579557,12.899807153579557
23026977," Szent István körút, XIII. kerület",95,473005.0,3,3,renovated,not defined,nincs megadva,furnished,not defined,allowed,not defined,not defined,yes,not defined,not defined,XIII,47.5114357,19.053199600000003,1.1920109590740688,13.066861238242723,13.066861238242723
23040756," Szent István körút, XIII. kerület",95,473005.0,3,3,renovated,more than 3m,nincs megadva,furnished,not defined,not defined,before 1950,not defined,yes,not defined,street,XIII,47.5114357,19.053199600000003,1.1920109590740688,13.066861238242723,13.066861238242723
23044884," Columbus utca 61, XIV. kerület",44,135000.0,2,1,new,less than 3m,házközponti egyedi méréssel,furnished,4.0,not allowed,not defined,4,yes,south,garden,XIV,47.5172184,19.0970569,3.9628895220770888,11.813030057420567,11.813030057420567
23048894," Pannónia utca 17/B., XIII. kerület",65,225000.0,3,6,renovated,not defined,távfűtés,not furnished,3.0,not defined,not defined,6,yes,south west,panoramic,XIII,47.5147215,19.052725600000002,1.5474375574152057,12.323855681186558,12.323855681186558
23052966," Folyondár utca, III. kerület",97,230000.0,3,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,III,47.532812899999996,19.0285613,3.9009458310047807,12.345834587905333,12.345834587905333
23055789," Márton utca, IX. kerület",30,95000.0,1,2,renovated,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,3,no,not defined,courtyard,IX,47.4797219,19.0812347,3.3188666715725565,11.461632170582678,11.461632170582678
23061202," József körút, VIII. kerület",33,80000.0,1,0,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,VIII,47.49657,19.070507,1.6039974312349876,11.289781913656018,11.289781913656018
23062916," Pünkösdfürdő utca 38-40., III. kerület",31,110000.0,1,5,new,less than 3m,házközponti egyedi méréssel,not defined,6.0,not allowed,not defined,10,yes,east,panoramic,III,47.5945632,19.064067899999998,10.468360657801991,11.608235644774552,11.608235644774552
23065013," Október 6. utca, V. kerület",103,327465.0,3,mezzanine,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,4,yes,not defined,courtyard,V,47.499498700000004,19.051288600000003,0.17937175625770754,12.699136458117406,12.699136458117406
23065578," Podmaniczky utca, VI. kerület",71,140000.0,2,3,in good condition,more than 3m,gáz (konvektor),furnished,2.0,not allowed,before 1950,5,yes,south west,street,VI,47.517188299999994,19.072565,2.4718103866249983,11.84939770159144,11.84939770159144
23066925," Krisztina körút 31., XII. kerület",74,209000.0,2,2,renovated,less than 3m,házközponti,furnished,not defined,not allowed,between 1950-1980,6,yes,south east,panoramic,XII,47.50354915,19.023632803649992,2.014376007612801,12.250089530946948,12.250089530946948
23072360," Csata utca, XIII. kerület",50,139000.0,2,4,not defined,less than 3m,házközponti egyedi méréssel,not furnished,4.0,not allowed,not defined,7,yes,south east,courtyard,XIII,47.5271453,19.0756452,3.489581669123667,11.842229212112828,11.842229212112828
23072567," Mexikói út, XIV. kerület",14,65000.0,1,not defined,in good condition,less than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,not defined,no,south,street,XIV,47.519589200000006,19.090842300000002,3.6955614774150076,11.082142548877775,11.082142548877775
23072870," István utca, VII. kerület",25,87000.0,1,1,renovated,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,3,no,not defined,courtyard,VII,47.5059875,19.084306100000003,2.6273043016386164,11.37366339763672,11.37366339763672
23081004," Ilka utca, XIV. kerület",32,119000.0,1,3,new,less than 3m,házközponti,furnished,not defined,not allowed,not defined,5,yes,not defined,street,XIV,47.5076296,19.098807100000002,3.731087730175952,11.686878772093667,11.686878772093667
