ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner_Height,Heating,Furnished,Balcony,Pet,Year_Built,Floors,Lift,Orientation,View,kerület,lat,lon,dist,Log(Price),LogPrice
31816493," Erzsébet körút, VII. kerület",42,110000.0,2,1,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,4,no,south west,courtyard,VII,47.4997916,19.0691347,1.4316704553220228,11.608235644774552,11.608235644774552
31816510," Nagykőrösi út, XVIII. kerület",35,140000.0,1,not defined,renovated,not defined,gáz (cirko),furnished,5.0,not defined,between 2001-2010,1,not defined,not defined,courtyard,XVIII,47.4483484,19.1238461,8.05511759864267,11.84939770159144,11.84939770159144
31816822," Lövőház utca, II. kerület",100,725640.0,4,mezzanine,new,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,not defined,yes,not defined,street,II,47.5084164,19.026625600000003,1.9548805774860551,13.49480930305526,13.49480930305526
31816829," Garay utca, VII. kerület",43,150000.0,1,2,in moderate condition,not defined,nincs megadva,partly furnished,not defined,not defined,not defined,3,no,not defined,street,VII,47.5805393,19.084805300000003,9.230503050186947,11.918390573078392,11.918390573078392
31816901," Karinthy Frigyes út, XI. kerület",90,200000.0,2,mezzanine,renovated,not defined,gáz (cirko),furnished,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XI,47.4757921,19.054112600000003,2.8105459051751867,12.206072645530174,12.206072645530174
31816911," Alsókubin utca, XI. kerület",55,200000.0,3,1,renovated,more than 3m,gáz (cirko),partly furnished,3.0,allowed,before 1950,4,no,not defined,courtyard,XI,47.459067100000006,19.036575699999997,4.765711274129786,12.206072645530174,12.206072645530174
31817012," Haller utca, IX. kerület",36,120000.0,1,4,renovated,less than 3m,gáz (konvektor),furnished,not defined,allowed,between 1950-1980,5,no,south west,garden,IX,47.475401500000004,19.072558800000003,3.3001328524233458,11.695247021764184,11.695247021764184
31817052," Múzeum körút 31, V. kerület",36,125000.0,1,1,renovated,less than 3m,házközponti,furnished,not defined,not allowed,between 1950-1980,7,yes,east,panoramic,V,47.491148700000004,19.0613397,1.3737676671799344,11.736069016284437,11.736069016284437
31817112," Miklós tér 2, III. kerület",37,125000.0,1,4,renovated,less than 3m,gáz (cirko),furnished,not defined,not allowed,between 1950-1980,4,no,north,panoramic,III,47.545894700000005,19.045778858989138,5.0135249533120145,11.736069016284437,11.736069016284437
31817129," Szemere utca, V. kerület",57,340000.0,2,6,renovated,not defined,"gáz (cirko), padlófűtés",furnished,8.0,not allowed,not defined,6,yes,west,panoramic,V,47.5065903,19.0508921,0.6333336025903219,12.736700896592344,12.736700896592344
31817422," Villányi út, XI. kerület",50,135000.0,2,2,renovated,less than 3m,távfűtés,partly furnished,not defined,not allowed,between 1950-1980,4,no,south west,garden,XI,47.4830592,19.029566,2.5180633314075673,11.813030057420567,11.813030057420567
31817671," Szabadság utca, II. kerület",200,1200705.0,6,not defined,newly built,not defined,gáz (cirko),not furnished,not defined,not allowed,not defined,not defined,no,not defined,courtyard,II,47.392998299999995,18.9841637,12.989818551161994,13.998419442247666,13.998419442247666
31818068," Jégcsap utca, XI. kerület",41,200000.0,2,1,newly built,less than 3m,gáz (cirko),furnished,10.0,not allowed,2020,not defined,no,south,panoramic,XI,47.461733200000005,19.0074932,5.411286309984401,12.206072645530174,12.206072645530174
31818113," Visegrádi utca, XIII. kerület",31,105000.0,1,2,renovated,less than 3m,gáz (konvektor),furnished,not defined,allowed,between 1950-1980,3,no,south west,street,XIII,47.525835799999996,19.061704199999998,2.9042053209573524,11.56171562913966,11.56171562913966
31818129," Alpár utca, VII. kerület",24,100000.0,1,2,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,not defined,not defined,no,not defined,courtyard,VII,47.4474823,19.120064000000003,7.93419574863499,11.512925464970229,11.512925464970229
31818215," Nagymező utca 8, VI. kerület",83,220000.0,2,4,not defined,not defined,gáz (cirko),furnished,not defined,allowed,not defined,not defined,yes,not defined,panoramic,VI,47.50211825,19.061112502465647,0.8340787361725867,12.301382825334498,12.301382825334498
31818235," Teréz körút, VI. kerület",34,110000.0,1,2,renovated,more than 3m,nincs megadva,furnished,not defined,not defined,not defined,3,yes,not defined,courtyard,VI,47.5095842,19.0574613,1.1092636564669938,11.608235644774552,11.608235644774552
31818368," Sas utca, V. kerület",85,330000.0,4,3,renovated,more than 3m,gáz (cirko),by arrangement,not defined,allowed,not defined,not defined,yes,not defined,not defined,V,47.442843100000005,19.1175986,8.212186784856115,12.706847933442663,12.706847933442663
31818535," Hársfa utca, VII. kerület",35,120000.0,2,1,renovated,not defined,gáz (konvektor),furnished,not defined,allowed,not defined,3,no,not defined,courtyard,VII,47.6250974,19.342879500000002,25.951622431946475,11.695247021764184,11.695247021764184
31818724," Mester utca, IX. kerület",50,170000.0,2,5,newly built,more than 3m,nincs megadva,partly furnished,5.0,not allowed,2015,5,yes,not defined,street,IX,47.4688869,19.083928,4.374711117246103,12.043553716032399,12.043553716032399
31818986," Márvány utca, XII. kerület",66,159000.0,3,5,in good condition,less than 3m,"gáz (konvektor), cserépkályha",furnished,not defined,allowed,not defined,5,yes,south east,not defined,XII,47.494975399999994,19.0228939,2.1526933808533384,11.976659481202368,11.976659481202368
31819091," Felső erdősor, VI. kerület",70,236400.0,3,1,renovated,not defined,gáz (konvektor),furnished,5.0,not defined,not defined,3,no,not defined,street,VI,47.544214000000004,19.399810000000002,26.701589199443198,12.37328056451408,12.37328056451408
31819224," Erzsébet utca, IV. kerület",43,165000.0,2,1,newly built,less than 3m,távfűtés egyedi méréssel,furnished,30.0,not allowed,2020,5,yes,south,garden,IV,47.5631077,19.0955342,7.71125116062431,12.013700752882718,12.013700752882718
31819339," Vörösdinka utca, X. kerület",50,120000.0,2,1,in good condition,less than 3m,házközponti egyedi méréssel,not defined,6.0,allowed,between 1950-1980,5,no,not defined,street,X,47.481513799999995,19.150208399999997,7.823406157996,11.695247021764184,11.695247021764184
31819341," Baross utca, VIII. kerület",30,95000.0,1,2,new,more than 3m,fan-coil,furnished,not defined,not allowed,before 1950,5,yes,south west,courtyard,VIII,47.489397499999995,19.091164300000003,3.337694743164178,11.461632170582678,11.461632170582678
31819528," Paulay Ede utca, VI. kerület",76,168000.0,3,1,in good condition,less than 3m,gáz (cirko),furnished,not defined,not allowed,between 1950-1980,3,no,not defined,street,VI,47.5029296,19.061324499999998,0.8685618484694275,12.031719258385396,12.031719258385396
31819767," Attila utca, IV. kerület",50,180000.0,2,5,newly built,less than 3m,házközponti egyedi méréssel,not defined,9.0,not allowed,2020,not defined,yes,south west,panoramic,IV,47.712585,19.132393,24.338005931550153,12.100712129872347,12.100712129872347
31819871," Andrássy út, VI. kerület",15,100000.0,1,3,in good condition,more than 3m,elektromos,furnished,not defined,not defined,before 1950,4,yes,not defined,courtyard,VI,47.506521299999996,19.0652946,1.2970803804827944,11.512925464970229,11.512925464970229
31819956," Lipótváros, V. kerület",87,226000.0,2,3,in good condition,more than 3m,házközponti,furnished,not defined,not allowed,before 1950,4,yes,south west,street,V,47.50454310000001,19.050380399999998,0.40355570148152864,12.328290278254423,12.328290278254423
31820006," Telepy utca, IX. kerület",17,80000.0,1,1,renovated,less than 3m,gáz (cirko),partly furnished,not defined,allowed,between 1950-1980,3,no,south west,street,IX,47.4786906,19.0829695,3.4921613596210093,11.289781913656018,11.289781913656018
31820296," Ilka utca 20, XIV. kerület",44,95000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIV,47.50714835,19.09865213107357,3.709323749367792,11.461632170582678,11.461632170582678
31820305," Agyagfejtő utca, X. kerület",68,145000.0,3,2,renovated,less than 3m,távfűtés,furnished,5.0,not allowed,not defined,10,yes,south west,street,X,47.472373600000005,19.161651100000004,8.961807727290731,11.884489021402711,11.884489021402711
31820586," Beckó utca, XIV. kerület",42,130000.0,2,1,in good condition,not defined,gáz (cirko),by arrangement,not defined,not defined,not defined,not defined,no,not defined,garden,XIV,47.5184461,19.1236141,5.8533014537215795,11.77528972943772,11.77528972943772
31820662," Szent László út, XIII. kerület",43,175000.0,2,5,renovated,not defined,házközponti egyedi méréssel,not furnished,5.0,not allowed,2020,5,yes,west,courtyard,XIII,47.5451902,19.0963271,6.023027368845404,12.072541252905651,12.072541252905651
31820857," Rózsadomb, II. kerület",155,873240.0,6,2,newly built,more than 3m,gáz (cirko),not furnished,15.0,not defined,not defined,not defined,no,not defined,panoramic,II,47.5173286,19.0282878,2.4558679692502,13.679965711129132,13.679965711129132
31820985," Temesvár utca, XIX. kerület",60,120000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIX,47.434282399999994,19.1299924,9.537979149509576,11.695247021764184,11.695247021764184
31821008," Hungária körút, XIV. kerület",24,60000.0,3,not defined,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,not defined,not defined,no,not defined,garden,XIV,47.49412120000001,19.1089344,4.481405976082851,11.002099841204238,11.002099841204238
31821129," Bajcsy-Zsilinszky út, V. kerület",85,300000.0,3,3,new,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,3,yes,east,courtyard,V,47.4999104,19.0553621,0.4069710859028565,12.611537753638338,12.611537753638338
31821211," Balzac utca, XIII. kerület",45,155000.0,2,2,renovated,less than 3m,távfűtés,not furnished,1.0,not allowed,not defined,5,yes,not defined,street,XIII,47.517185600000005,19.050755300000002,1.809986320058246,11.951180395901384,11.951180395901384
31821240," Telepes utca, XIV. kerület",36,110000.0,2,0,in good condition,not defined,gáz (cirko),not furnished,not defined,not defined,not defined,1,not defined,not defined,not defined,XIV,47.529413700000006,19.1202322,6.1449378520582325,11.608235644774552,11.608235644774552
31821425," Belső-Ferencváros, IX. kerület",36,110000.0,2,0,not defined,less than 3m,házközponti,not defined,5.0,not allowed,between 2001-2010,not defined,yes,not defined,courtyard,IX,47.4846472,19.0628229,2.0449343590708846,11.608235644774552,11.608235644774552
31821511," Márvány utca, XII. kerület",66,149000.0,2,4,in good condition,less than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,5,yes,south,street,XII,47.494975399999994,19.0228939,2.1526933808533384,11.911701584927597,11.911701584927597
31821529," Harmincad utca, V. kerület",100,946010.0,4,2,renovated,not defined,nincs megadva,furnished,not defined,not allowed,not defined,not defined,no,not defined,street,V,47.497429,19.051766,0.4065236733876981,13.760008418802668,13.760008418802668
31821551," Ráday utca, IX. kerület",32,105000.0,1,3,renovated,more than 3m,gáz (konvektor),partly furnished,not defined,not defined,not defined,not defined,yes,not defined,garden,IX,47.4854854,19.0645518,2.02910062623543,11.56171562913966,11.56171562913966
31821641," Mészáros utca, I. kerület",52,130000.0,2,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,3,no,south west,street,I,47.4886076,19.0311665,1.9777808434058128,11.77528972943772,11.77528972943772
31821846," Rákóczi út, VIII. kerület",60,135000.0,2,5,in moderate condition,more than 3m,gáz (konvektor),furnished,not defined,allowed,before 1950,6,yes,west,courtyard,VIII,47.4959677,19.066359100000003,1.3363633494212113,11.813030057420567,11.813030057420567
31821935," Újpesti rakpart, XIII. kerület",55,190000.0,2,1,renovated,not defined,hőszivattyú,furnished,not defined,not defined,before 1950,5,yes,west,panoramic,XIII,47.522903,19.0534909,2.4581745887633155,12.154779351142624,12.154779351142624
31821987," Bercsényi utca, XI. kerület",35,125000.0,2,0,newly built,not defined,elektromos,furnished,35.0,not allowed,not defined,4,no,not defined,courtyard,XI,47.38947279999999,19.113290600000003,13.274693657768385,11.736069016284437,11.736069016284437
31822200," Kiss János altábornagy utca, XII. kerület",61,290000.0,2,6,new,less than 3m,gáz (cirko),furnished,not defined,not allowed,between 2001-2010,8,yes,north east,panoramic,XII,47.492238799999996,19.019115399999997,2.524582774267789,12.577636201962656,12.577636201962656
31822233," Szent László út, XIII. kerület",30,129000.0,1,1,newly built,less than 3m,házközponti egyedi méréssel,not furnished,5.0,not allowed,not defined,not defined,yes,not defined,garden,XIII,47.5451902,19.0963271,6.023027368845404,11.76756768334381,11.76756768334381
31822347," Vámház körút, V. kerület",71,300000.0,3,1,renovated,more than 3m,gáz (cirko),not defined,not defined,not defined,before 1950,not defined,no,north east,street,V,47.488403600000005,19.0602096,1.5838369622603699,12.611537753638338,12.611537753638338
31822359," Logodi utca, I. kerület",88,550000.0,3,2,new,less than 3m,"fan-coil, gázkazán",partly furnished,6.0,not allowed,not defined,4,yes,south west,panoramic,I,47.5035055,19.0267676,1.7808567242147517,13.217673557208654,13.217673557208654
31822401," Molnár utca, V. kerület",78,215000.0,3,4,renovated,not defined,gáz (cirko),by arrangement,not defined,allowed,not defined,4,yes,not defined,street,V,47.487956200000006,19.0561778,1.5111205553992295,12.2783933071098,12.2783933071098
31822523," Molnár utca, V. kerület",63,150000.0,2,4,renovated,less than 3m,gáz (cirko),by arrangement,not defined,not allowed,between 1950-1980,4,yes,not defined,street,V,47.487956200000006,19.0561778,1.5111205553992295,11.918390573078392,11.918390573078392
31822577," Mészáros utca, I. kerület",51,130000.0,2,0,renovated,not defined,gáz (cirko),furnished,not defined,not defined,before 1950,2,no,northwest,not defined,I,47.4886076,19.0311665,1.9777808434058128,11.77528972943772,11.77528972943772
31822650," Vámház körút, V. kerület",71,300000.0,3,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,2,no,north east,street,V,47.488403600000005,19.0602096,1.5838369622603699,12.611537753638338,12.611537753638338
31822857," József körút 46., VIII. kerület",11,55000.0,1,not defined,renovated,less than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,not defined,not defined,west,courtyard,VIII,47.490156899999995,19.0710528,1.9746077159864004,10.915088464214607,10.915088464214607
31822911," Hajós utca 15, VI. kerület",70,200000.0,2,3,renovated,not defined,nincs megadva,furnished,not defined,not defined,not defined,4,yes,not defined,street,VI,47.5033336,19.058354,0.6720750932637413,12.206072645530174,12.206072645530174
31823080," Margit körút, II. kerület",32,90000.0,1,3,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,5,not defined,not defined,courtyard,II,47.514609,19.0360383,1.8558352611200186,11.407564949312402,11.407564949312402
31823208," Wesselényi utca, VII. kerület",30,100000.0,1,0,in moderate condition,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,VII,47.4309445,19.1245806,9.586268211321338,11.512925464970229,11.512925464970229
31823520," Tahi utca, XIII. kerület",34,135000.0,2,1,renovated,less than 3m,távfűtés egyedi méréssel,furnished,not defined,not allowed,not defined,4,no,south east,garden,XIII,47.538478999999995,19.0846745,4.917132938802102,11.813030057420567,11.813030057420567
31823539," Kossuth Lajos utca, V. kerület",47,145540.0,3,2,not defined,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,yes,not defined,courtyard,V,47.5521639,18.964283399999996,8.60749999236812,11.888206241901077,11.888206241901077
31823567," István utca, VII. kerület",55,130000.0,2,3,renovated,more than 3m,gáz (konvektor),partly furnished,not defined,not allowed,between 1950-1980,4,yes,south west,courtyard,VII,47.5059875,19.084306100000003,2.6273043016386164,11.77528972943772,11.77528972943772
31823659," Visegrádi utca, XIII. kerület",28,100000.0,1,0,renovated,less than 3m,távfűtés,furnished,not defined,allowed,before 1950,5,yes,south west,street,XIII,47.525835799999996,19.061704199999998,2.9042053209573524,11.512925464970229,11.512925464970229
31823695," Madách Imre tér, VII. kerület",28,130000.0,1,6,in good condition,less than 3m,házközponti,furnished,not defined,not allowed,not defined,not defined,yes,not defined,street,VII,47.49725065,19.056953225766332,0.6537097744811067,11.77528972943772,11.77528972943772
31823743," Lázár utca, VI. kerület",81,362820.0,3,2,renovated,not defined,nincs megadva,furnished,not defined,not defined,not defined,5,yes,not defined,street,VI,47.502061600000005,19.0559048,0.4503357535076232,12.801662122495314,12.801662122495314
31823768," Alíz utca 6/a, XI. kerület",45,230000.0,2,6,newly built,not defined,házközponti egyedi méréssel,furnished,10.0,not allowed,2020,10,yes,not defined,garden,XI,47.459254200000004,19.048807399999998,4.635382616955871,12.345834587905333,12.345834587905333
31823796," Kossuth Lajos tér, V. kerület",93,654930.0,3,4,renovated,more than 3m,házközponti,furnished,not defined,not defined,before 1950,5,yes,not defined,panoramic,V,47.505719899999995,19.0449808,0.6606568098876933,13.392283638677352,13.392283638677352
31823812," Apát utca, III. kerület",55,120000.0,3,3,renovated,not defined,távfűtés,partly furnished,5.0,not defined,not defined,not defined,no,not defined,panoramic,III,47.560328399999996,19.0449085,6.6199323135915815,11.695247021764184,11.695247021764184
31823895," Csengery utca, VI. kerület",41,150998.0,1,3,in good condition,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,5,yes,not defined,street,VI,47.5051986,19.0669574,1.3492901977484697,11.925021870676233,11.925021870676233
31824062," Pálya utca, I. kerület",50,160000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,I,47.5242974,19.150076300000002,7.944464805902584,11.982929094215963,11.982929094215963
31824122," Váci út 10, XIII. kerület",31,110000.0,1,1,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,4,not defined,not defined,courtyard,XIII,47.560677500000004,19.0777721,6.963082463284199,11.608235644774552,11.608235644774552
31824174," Hollósy Simon utca, XII. kerület",46,110000.0,2,0,in good condition,not defined,gáz (cirko),partly furnished,not defined,not allowed,not defined,3,not defined,not defined,not defined,XII,47.4950017,19.017050199999996,2.5734086124743345,11.608235644774552,11.608235644774552
31824392," Ipar utca, IX. kerület",30,115000.0,1,3,in good condition,less than 3m,gáz (konvektor),furnished,not defined,not allowed,between 1950-1980,4,yes,northwest,courtyard,IX,47.477998,19.069806600000003,2.946338695224538,11.652687407345388,11.652687407345388
31824637," Hungária körút, XIV. kerület",31,100000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIV,47.49412120000001,19.1089344,4.481405976082851,11.512925464970229,11.512925464970229
31824859," Kelenföld, XI. kerület",76,220000.0,3,6,in good condition,not defined,házközponti,furnished,5.0,not allowed,between 1981-2000,8,yes,south west,street,XI,47.4642992,19.020615499999998,4.639094975419259,12.301382825334498,12.301382825334498
31824985," Kecskeméti utca, V. kerület",35,130000.0,1,not defined,renovated,not defined,gáz (konvektor),not defined,not defined,allowed,not defined,not defined,yes,not defined,not defined,V,47.4899666,19.0612046,1.4742233828251228,11.77528972943772,11.77528972943772
31825094," Kerepesi út 78, XIV. kerület",35,100000.0,1,3,in good condition,not defined,távfűtés,furnished,not defined,not allowed,not defined,3,no,not defined,garden,XIV,47.4996665,19.089555100000002,2.9639478964177135,11.512925464970229,11.512925464970229
31825200," Kerepesi út, XIV. kerület",50,120000.0,2,5,new,less than 3m,házközponti egyedi méréssel,furnished,not defined,not allowed,not defined,10,yes,south west,panoramic,XIV,47.4996673,19.090423899999998,3.0291595697552944,11.695247021764184,11.695247021764184
31825293," József körút, VIII. kerület",15,70000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,yes,not defined,not defined,VIII,47.49657,19.070507,1.6039974312349876,11.156250521031495,11.156250521031495
31825384," Rozsnyay utca, XIII. kerület",30,110000.0,1,not defined,newly built,not defined,házközponti egyedi méréssel,furnished,5.0,not defined,not defined,6,yes,not defined,panoramic,XIII,47.5402956,19.0746773,4.75150228181448,11.608235644774552,11.608235644774552
31825415," Kabar utca 7, III. kerület",50,100000.0,2,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,III,47.596272,19.055822,10.61472043740253,11.512925464970229,11.512925464970229
31825520," Aradi utca, VI. kerület",33,89000.0,3,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VI,47.419082700000004,19.0011468,9.820392299405306,11.396391648714276,11.396391648714276
31825651," Bajcsy-Zsilinszky út, VI. kerület",53,175000.0,2,3,renovated,not defined,gáz (cirko),not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VI,47.4999104,19.0553621,0.4069710859028565,12.072541252905651,12.072541252905651
31825666," József körút 59-61, VIII. kerület",10,75000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VIII,47.4888529,19.0702953,2.022827798087802,11.225243392518447,11.225243392518447
31825732," Törökvész, II. kerület",200,725640.0,5,not defined,in good condition,not defined,"gáz (konvektor), házközponti",partly furnished,8.0,not defined,not defined,2,no,not defined,panoramic,II,47.5220975,19.0030829,4.249339419070326,13.49480930305526,13.49480930305526
31825810," Rákosszeg park, XIV. kerület",39,100000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIV,47.5334402,19.104110100000003,5.432629710526308,11.512925464970229,11.512925464970229
31826117," Lángliliom utca 3., III. kerület",58,200000.0,3,1,in good condition,less than 3m,"gáz (cirko), egyéb",furnished,12.0,not allowed,between 2001-2010,2,yes,northwest,street,III,47.57166925,19.015965659001914,8.277862448381777,12.206072645530174,12.206072645530174
31826197," Párizsi utca, V. kerület",130,363850.0,4,4,renovated,not defined,"házközponti, gáz (cirko)",furnished,not defined,not defined,between 1950-1980,not defined,yes,not defined,street,V,47.494359100000004,19.0542595,0.7920643153015402,12.804496973775233,12.804496973775233
31826248," Juhász utca, X. kerület",44,130000.0,2,2,in good condition,less than 3m,gáz (cirko),furnished,3.0,not defined,not defined,2,no,not defined,garden,X,47.503940500000006,19.162434100000002,8.443546490184845,11.77528972943772,11.77528972943772
31826269," Közműhelytelep utca, XX. kerület",48,160000.0,2,0,new,not defined,"házközponti egyedi méréssel, gáz (cirko)",partly furnished,110.0,allowed,between 2001-2010,4,yes,south west,garden,XX,47.4344178,19.0942074,8.104598905043574,11.982929094215963,11.982929094215963
31826355," Gyulai Pál utca, VIII. kerület",32,130000.0,2,2,renovated,more than 3m,"gáz (konvektor), elektromos",furnished,not defined,not defined,not defined,4,yes,not defined,courtyard,VIII,47.4958489,19.0667923,1.3714722621495037,11.77528972943772,11.77528972943772
31826364," Bérkocsis utca, VIII. kerület",12,75000.0,1,not defined,renovated,less than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,not defined,no,south,street,VIII,47.4935934,19.0713268,1.7874716217125444,11.225243392518447,11.225243392518447
31826451," Lázár utca 8, VI. kerület",82,440000.0,3,2,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,4,yes,south,street,VI,47.5025034,19.056524600000003,0.5100242382665099,12.994530005894443,12.994530005894443
31826613," Rottenbiller utca 4, VII. kerület",30,105000.0,1,not defined,renovated,more than 3m,egyéb,furnished,not defined,not allowed,before 1950,not defined,not defined,not defined,street,VII,47.500465999999996,19.078719500000002,2.1470040426525996,11.56171562913966,11.56171562913966
31826746," Adria sétány, XIV. kerület",35,110000.0,1,3,in moderate condition,less than 3m,házközponti,not defined,3.0,allowed,between 1981-2000,5,no,south west,garden,XIV,47.517256200000006,19.129839999999998,6.256631019902142,11.608235644774552,11.608235644774552
31826803," Nánási út, III. kerület",133,719000.0,4,3,new,not defined,gáz (cirko),partly furnished,81.0,not allowed,not defined,4,yes,south west,panoramic,III,47.56524,19.061387600000003,7.204059446344363,13.485616636703183,13.485616636703183
31826805," Jagelló út, XII. kerület",40,130000.0,1,1,in good condition,less than 3m,gáz (cirko),partly furnished,2.0,allowed,between 1950-1980,not defined,no,south east,panoramic,XII,47.4900045,19.0173934,2.745155597142553,11.77528972943772,11.77528972943772
31826906," Döbrentei utca, I. kerület",20,95000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,I,47.4923981,19.044397600000003,1.041806186641059,11.461632170582678,11.461632170582678
31827039," Eleonóra utca, XIV. kerület",35,110000.0,1,0,renovated,less than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,not defined,no,not defined,garden,XIV,47.5048157,19.103422,4.025923003475825,11.608235644774552,11.608235644774552
31827051," Futár utca, XIII. kerület",42,150000.0,2,2,newly built,less than 3m,házközponti egyedi méréssel,furnished,7.0,not allowed,2018,4,yes,not defined,street,XIII,47.5385225,19.090156600000004,5.150125971019097,11.918390573078392,11.918390573078392
31827082," József Attila utca 94-100, IV. kerület",40,165000.0,2,not defined,not defined,not defined,nincs megadva,not defined,19.0,not defined,not defined,not defined,not defined,not defined,not defined,IV,47.4987013,19.0485799,0.27354193611171795,12.013700752882718,12.013700752882718
31827191," Kecskeméti utca 8, V. kerület",99,471666.0,4,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,3,no,not defined,street,V,47.490488,19.060055600000002,1.3782074795664818,13.064026386962805,13.064026386962805
31827296," Pöltenberg utca, XX. kerület",25,75000.0,1,not defined,renovated,more than 3m,gáz (cirko),furnished,10.0,not allowed,between 1981-2000,not defined,no,south,garden,XX,47.4373782,19.0690798,7.209349872075435,11.225243392518447,11.225243392518447
31827582," Veres Pálné utca, V. kerület",47,140000.0,2,1,renovated,more than 3m,elektromos,furnished,not defined,not allowed,not defined,not defined,yes,not defined,garden,V,47.4888665,19.05797,1.463497868216485,11.84939770159144,11.84939770159144
31827610," Lipótváros, V. kerület",40,130000.0,1,6,in good condition,less than 3m,házközponti,furnished,not defined,not allowed,not defined,7,yes,west,panoramic,V,47.50454310000001,19.050380399999998,0.40355570148152864,11.77528972943772,11.77528972943772
31827780," Stefánia út, XIV. kerület",55,190000.0,2,0,renovated,less than 3m,elektromos,furnished,not defined,not allowed,between 1950-1980,4,no,south west,street,XIV,47.5033356,19.1034932,4.016929852389668,12.154779351142624,12.154779351142624
31827815," Ráday utca, IX. kerület",32,105000.0,1,3,renovated,less than 3m,gáz (konvektor),not furnished,3.0,not allowed,between 1950-1980,4,yes,south west,garden,IX,47.4854854,19.0645518,2.02910062623543,11.56171562913966,11.56171562913966
31827879," Krúdy utca, VIII. kerület",77,360000.0,2,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,3,no,south,street,VIII,47.49028679999999,19.0683044,1.805159949961205,12.793859310432293,12.793859310432293
31828049," Kresz Géza utca 38, XIII. kerület",34,110000.0,1,1,in good condition,less than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,6,yes,north east,street,XIII,47.51600870000001,19.0578085,1.774267670511089,11.608235644774552,11.608235644774552
31828068," József körút, VIII. kerület",80,231409.0,3,1,renovated,not defined,gáz (cirko),furnished,not defined,not allowed,not defined,5,not defined,not defined,courtyard,VIII,47.49657,19.070507,1.6039974312349876,12.351941986675952,12.351941986675952
31828084," Diószegi Sámuel utca, VIII. kerület",26,75000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,VIII,47.4884631,19.087681600000003,3.1420922642902087,11.225243392518447,11.225243392518447
31828251," Kőoltár utca, XI. kerület",92,909625.0,3,2,not defined,less than 3m,házközponti egyedi méréssel,not furnished,10.66,allowed,2019,8,yes,not defined,courtyard,XI,47.4661539,18.984512,6.26901984075633,13.720787705649387,13.720787705649387
31828337," Wesselényi utca, VII. kerület",90,360000.0,3,1,renovated,more than 3m,egyéb,furnished,not defined,not allowed,before 1950,4,yes,not defined,street,VII,47.4309445,19.1245806,9.586268211321338,12.793859310432293,12.793859310432293
31828352," Katona József utca, XIII. kerület",81,600000.0,3,5,newly built,less than 3m,"gáz (cirko), padlófűtés",by arrangement,30.0,not defined,2020,not defined,yes,not defined,panoramic,XIII,47.5133494,19.053160899999998,1.4010398264870034,13.304684934198283,13.304684934198283
